Placa,Fecha,Descripcion,Monto
EOH-0140,2022-11-12,Revisión técnica vencida,817
EOH-0140,2022-02-14,Estacionamiento indebido,931
CLN-0986,2019-09-29,Revisión técnica vencida,118
CLN-0986,2019-07-31,No usar cinturón de seguridad,160
VCW-5542,2018-06-03,No respetar semáforo,136
NWN-3047,2019-10-26,No portar licencia,873
NWN-3047,2016-11-06,No respetar semáforo,233
LZM-2415,2015-10-02,Uso de celular al conducir,656
LZM-2415,2020-05-15,Revisión técnica vencida,435
LZM-2415,2019-12-20,Revisión técnica vencida,719
LZM-2415,2018-12-17,Revisión técnica vencida,451
ARC-2419,2021-06-25,Circular con luces apagadas,419
ARC-2419,2019-03-16,Uso de celular al conducir,714
ARC-2419,2018-10-04,No usar cinturón de seguridad,832
ARC-2419,2024-11-23,Vehículo sin placas visibles,763
ARC-2419,2018-07-27,Circular con luces apagadas,401
DAK-1496,2022-01-26,No respetar semáforo,396
DAK-1496,2016-08-17,Uso de celular al conducir,665
DAK-1496,2024-09-02,No portar licencia,930
DAK-1496,2016-04-23,Falta de seguro obligatorio,493
DAK-1496,2017-01-17,No respetar semáforo,524
NRL-3032,2020-03-10,Estacionamiento indebido,950
NRL-3032,2017-03-19,Revisión técnica vencida,596
NRL-3032,2016-12-09,Falta de seguro obligatorio,861
NRL-3032,2020-08-18,Revisión técnica vencida,265
DFH-5120,2021-12-15,Falta de seguro obligatorio,610
DFH-5120,2023-09-02,Circular con luces apagadas,719
DFH-5120,2020-04-21,Falta de seguro obligatorio,773
GUG-8627,2019-10-07,Falta de seguro obligatorio,847
GUG-8627,2022-06-23,Falta de seguro obligatorio,540
GUG-8627,2016-11-21,Falta de seguro obligatorio,748
GUG-8627,2019-11-02,No usar cinturón de seguridad,142
GUG-8627,2020-02-22,Circular con luces apagadas,747
VFK-7048,2024-05-04,Uso de celular al conducir,199
VFK-7048,2022-10-15,Vehículo sin placas visibles,608
VFK-7048,2016-08-31,No usar cinturón de seguridad,456
XXY-1868,2023-12-10,No respetar semáforo,214
XXY-1868,2022-01-16,No usar cinturón de seguridad,882
XXY-1868,2017-05-24,Revisión técnica vencida,815
KCL-6801,2019-07-19,Circular con luces apagadas,248
CKI-6591,2019-11-26,No usar cinturón de seguridad,448
CKI-6591,2021-04-30,Revisión técnica vencida,101
MJH-5117,2015-12-29,No usar cinturón de seguridad,634
MJH-5117,2019-01-02,No usar cinturón de seguridad,513
MJH-5117,2017-06-20,Vehículo sin placas visibles,254
MJH-5117,2024-01-05,Exceso de velocidad,699
MJH-5117,2022-12-09,Uso de celular al conducir,783
VGC-5447,2018-12-05,Revisión técnica vencida,811
VGC-5447,2016-04-09,Exceso de velocidad,437
VGC-5447,2019-05-03,Circular con luces apagadas,448
VGC-5447,2022-02-22,Estacionamiento indebido,601
VGC-5447,2021-01-11,Estacionamiento indebido,597
JKM-0545,2018-02-02,No respetar semáforo,361
JKM-0545,2015-06-29,Vehículo sin placas visibles,964
JKM-0545,2021-12-18,Falta de seguro obligatorio,851
JKM-0545,2024-08-04,Uso de celular al conducir,708
JKM-0545,2023-09-06,Revisión técnica vencida,504
NAR-0781,2020-11-06,No respetar semáforo,159
NAR-0781,2016-06-20,No portar licencia,115
NAR-0781,2019-02-08,Falta de seguro obligatorio,184
NAR-0781,2017-03-17,Circular con luces apagadas,558
LQA-2025,2019-03-29,Revisión técnica vencida,464
LQA-2025,2022-08-16,Falta de seguro obligatorio,489
LQA-2025,2023-03-03,No usar cinturón de seguridad,552
LQA-2025,2017-02-16,No usar cinturón de seguridad,661
LQA-2025,2015-07-23,Circular con luces apagadas,452
YCL-3113,2020-02-09,No portar licencia,471
YCL-3113,2020-11-09,Uso de celular al conducir,340
RUY-5867,2015-06-28,Circular con luces apagadas,937
RUY-5867,2019-09-09,No respetar semáforo,959
WNX-5888,2017-03-12,Uso de celular al conducir,918
WNX-5888,2018-01-23,Circular con luces apagadas,865
WNX-5888,2017-04-03,Estacionamiento indebido,593
WNX-5888,2015-11-29,Exceso de velocidad,231
QEU-4584,2018-08-26,Exceso de velocidad,408
QEU-4584,2018-10-13,Circular con luces apagadas,506
QEU-4584,2018-08-18,Exceso de velocidad,302
OVE-8696,2020-02-20,Estacionamiento indebido,971
WYX-0976,2018-11-17,No respetar semáforo,907
WYX-0976,2020-11-16,No portar licencia,156
WYX-0976,2020-09-22,No usar cinturón de seguridad,524
WYX-0976,2015-12-26,Uso de celular al conducir,870
QPC-6172,2017-07-05,Exceso de velocidad,674
QPC-6172,2021-12-17,Circular con luces apagadas,650
QPC-6172,2019-07-27,Estacionamiento indebido,423
QPC-6172,2015-03-13,Vehículo sin placas visibles,544
OAB-2374,2023-05-29,Circular con luces apagadas,923
OAB-2374,2015-07-12,No portar licencia,562
OAB-2374,2022-08-12,Estacionamiento indebido,142
OAB-2374,2015-03-16,Exceso de velocidad,188
OAB-2374,2022-01-31,No respetar semáforo,641
SED-0754,2024-08-02,Falta de seguro obligatorio,454
SED-0754,2024-11-18,Circular con luces apagadas,297
SED-0754,2016-06-23,Exceso de velocidad,400
VLU-1953,2019-12-24,Estacionamiento indebido,422
VLU-1953,2021-07-23,Uso de celular al conducir,730
VLU-1953,2016-07-25,No portar licencia,904
VLU-1953,2022-06-28,Falta de seguro obligatorio,850
UUL-8854,2015-12-02,Circular con luces apagadas,192
UUL-8854,2022-09-09,Vehículo sin placas visibles,953
UUL-8854,2019-01-03,Exceso de velocidad,998
XXP-9116,2019-08-20,Estacionamiento indebido,840
XXP-9116,2018-12-28,No respetar semáforo,710
XXP-9116,2021-05-13,Uso de celular al conducir,840
MLD-9913,2019-05-01,No respetar semáforo,552
MLD-9913,2020-08-20,Falta de seguro obligatorio,738
MLD-9913,2016-11-28,No respetar semáforo,486
MLD-9913,2020-05-01,Vehículo sin placas visibles,581
YER-4471,2017-11-28,Vehículo sin placas visibles,643
YER-4471,2018-04-20,Revisión técnica vencida,198
YER-4471,2020-03-22,No usar cinturón de seguridad,659
CVO-9663,2021-12-13,No respetar semáforo,296
ENL-7922,2023-08-26,No portar licencia,620
ENL-7922,2019-11-29,Revisión técnica vencida,934
ENL-7922,2022-06-06,Vehículo sin placas visibles,799
ENL-7922,2023-11-30,Circular con luces apagadas,395
ENL-7922,2018-11-27,Falta de seguro obligatorio,898
DZU-0638,2018-11-21,No portar licencia,806
HUL-2813,2023-03-09,Falta de seguro obligatorio,288
HUL-2813,2016-05-07,Falta de seguro obligatorio,915
HUL-2813,2023-11-07,No respetar semáforo,486
HUL-2813,2022-10-20,No usar cinturón de seguridad,869
HUL-2813,2019-07-16,Circular con luces apagadas,520
LKT-3181,2019-04-12,Uso de celular al conducir,365
LKT-3181,2024-01-18,Circular con luces apagadas,912
LKT-3181,2023-02-13,Estacionamiento indebido,317
WNS-7980,2024-03-14,Estacionamiento indebido,765
WNS-7980,2016-08-24,Falta de seguro obligatorio,302
WNS-7980,2016-01-31,Exceso de velocidad,304
WNS-7980,2016-08-05,No usar cinturón de seguridad,711
RVH-6023,2019-10-09,Uso de celular al conducir,342
RVH-6023,2020-09-10,No respetar semáforo,953
VSJ-0437,2019-12-28,Falta de seguro obligatorio,500
