Placa,Fecha,Descripcion,Monto
EWA-2781,2017-03-12,Circular con luces apagadas,388
EWA-2781,2022-06-09,Falta de seguro obligatorio,661
VDB-9443,2016-07-02,Falta de seguro obligatorio,139
CEF-9531,2019-07-28,Vehículo sin placas visibles,988
CEF-9531,2021-02-10,No usar cinturón de seguridad,338
CEF-9531,2020-11-05,No usar cinturón de seguridad,815
CEF-9531,2015-05-20,Circular con luces apagadas,352
CEF-9531,2021-10-09,Circular con luces apagadas,584
WQK-4545,2020-09-11,Falta de seguro obligatorio,915
WQK-4545,2015-03-17,Circular con luces apagadas,157
KSA-9189,2015-12-28,Revisión técnica vencida,688
KSA-9189,2022-05-02,Circular con luces apagadas,456
KSA-9189,2018-12-30,Falta de seguro obligatorio,677
YSR-0402,2015-07-19,Falta de seguro obligatorio,295
YSR-0402,2016-02-24,Circular con luces apagadas,268
YSR-0402,2020-09-04,Falta de seguro obligatorio,535
YSR-0402,2017-04-08,No portar licencia,416
YSR-0402,2018-08-24,No usar cinturón de seguridad,596
ZAO-8232,2015-07-29,No portar licencia,364
ZAO-8232,2020-05-04,Vehículo sin placas visibles,111
ZAO-8232,2019-09-18,No portar licencia,750
ZAO-8232,2016-04-29,No respetar semáforo,745
ZAO-8232,2024-07-14,No portar licencia,553
VOI-3067,2015-05-19,No usar cinturón de seguridad,616
CFI-6209,2021-01-04,Uso de celular al conducir,364
CFI-6209,2019-02-07,Vehículo sin placas visibles,433
GHX-8190,2023-07-20,Exceso de velocidad,663
GHX-8190,2022-08-08,No portar licencia,353
GHX-8190,2023-07-26,Estacionamiento indebido,497
HCW-0392,2021-04-18,No usar cinturón de seguridad,239
HCW-0392,2018-08-23,Circular con luces apagadas,904
HCW-0392,2020-05-24,Falta de seguro obligatorio,763
HCW-0392,2021-03-14,Uso de celular al conducir,836
WVT-7773,2017-09-14,Exceso de velocidad,804
WVT-7773,2019-05-31,Falta de seguro obligatorio,887
GQO-4307,2019-01-30,No usar cinturón de seguridad,635
WXG-8863,2022-09-16,Revisión técnica vencida,467
WXG-8863,2020-01-22,Circular con luces apagadas,303
WXG-8863,2024-02-13,Falta de seguro obligatorio,978
WXG-8863,2023-01-10,No usar cinturón de seguridad,752
UMA-6906,2017-07-29,Vehículo sin placas visibles,523
UMA-6906,2022-11-18,No respetar semáforo,357
UMA-6906,2017-01-03,Estacionamiento indebido,858
UMA-6906,2021-09-06,No respetar semáforo,627
RRG-7515,2021-12-11,Revisión técnica vencida,855
RRG-7515,2015-05-06,No portar licencia,873
RRG-7515,2018-07-10,Falta de seguro obligatorio,150
JXO-1448,2017-04-17,No portar licencia,910
JXO-1448,2021-05-02,No respetar semáforo,404
JXO-1448,2024-03-19,Falta de seguro obligatorio,101
MCK-1385,2022-05-22,No portar licencia,939
RBF-8196,2023-09-05,Revisión técnica vencida,418
RBF-8196,2020-02-11,Falta de seguro obligatorio,554
RBF-8196,2024-08-28,No portar licencia,835
JTE-1724,2020-07-21,No respetar semáforo,699
JTE-1724,2022-05-27,Falta de seguro obligatorio,804
JTE-1724,2016-11-03,Revisión técnica vencida,390
ZXQ-2519,2024-07-05,Falta de seguro obligatorio,365
ZXQ-2519,2015-05-02,Vehículo sin placas visibles,442
ZXQ-2519,2024-07-13,Circular con luces apagadas,645
ZXQ-2519,2022-11-22,Estacionamiento indebido,797
ZXQ-2519,2016-03-21,No respetar semáforo,631
NCW-4116,2024-09-26,No usar cinturón de seguridad,506
NCW-4116,2016-04-30,Vehículo sin placas visibles,976
NCW-4116,2023-10-28,Falta de seguro obligatorio,548
YTM-3283,2020-06-11,No portar licencia,291
YTM-3283,2020-02-27,Vehículo sin placas visibles,172
YTM-3283,2018-10-20,Uso de celular al conducir,596
YTM-3283,2022-09-11,Falta de seguro obligatorio,137
YTM-3283,2016-02-29,Exceso de velocidad,600
HSS-1033,2016-07-05,Uso de celular al conducir,414
HSS-1033,2022-01-07,Exceso de velocidad,429
HSS-1033,2022-11-27,No respetar semáforo,787
LEN-4906,2021-02-01,Exceso de velocidad,371
IQU-3742,2022-04-25,No portar licencia,935
IQU-3742,2017-10-10,Exceso de velocidad,288
IQU-3742,2015-07-11,No usar cinturón de seguridad,368
YUA-5608,2018-08-06,Falta de seguro obligatorio,515
YUA-5608,2018-02-07,Uso de celular al conducir,497
YUA-5608,2022-09-05,Uso de celular al conducir,264
YUA-5608,2018-05-28,No portar licencia,543
LVJ-0704,2023-06-19,Vehículo sin placas visibles,969
LVJ-0704,2021-12-31,Falta de seguro obligatorio,570
VYF-9369,2019-01-26,No portar licencia,242
VYF-9369,2016-09-18,No respetar semáforo,961
VYF-9369,2017-06-28,No portar licencia,780
VYF-9369,2018-04-11,No respetar semáforo,713
VYF-9369,2023-06-19,Circular con luces apagadas,963
JDJ-6646,2016-12-20,Falta de seguro obligatorio,660
JDJ-6646,2019-01-23,No respetar semáforo,780
JDJ-6646,2019-10-17,No portar licencia,172
DTM-5054,2019-05-24,Vehículo sin placas visibles,874
DTM-5054,2021-09-27,No respetar semáforo,141
DTM-5054,2020-03-21,No usar cinturón de seguridad,146
CKM-9076,2020-04-04,Uso de celular al conducir,878
CKM-9076,2020-08-21,Vehículo sin placas visibles,998
CKM-9076,2016-01-25,No respetar semáforo,739
CKM-9076,2023-04-17,Exceso de velocidad,418
CKM-9076,2021-08-25,Exceso de velocidad,570
TVF-0134,2023-11-30,Exceso de velocidad,800
TVF-0134,2024-11-27,Falta de seguro obligatorio,595
TVF-0134,2016-02-08,Revisión técnica vencida,723
WKV-0538,2022-11-01,Estacionamiento indebido,134
WKV-0538,2021-12-22,Exceso de velocidad,289
WKV-0538,2019-01-22,Vehículo sin placas visibles,940
WKV-0538,2022-10-28,No respetar semáforo,236
WKV-0538,2016-05-15,No portar licencia,786
UBD-5971,2024-08-14,No usar cinturón de seguridad,700
UBD-5971,2017-05-04,No respetar semáforo,469
UBD-5971,2020-09-29,No portar licencia,625
UBD-5971,2019-10-01,Exceso de velocidad,460
UBD-5971,2024-01-02,Uso de celular al conducir,747
AEO-4795,2023-03-13,Falta de seguro obligatorio,872
YZC-6590,2021-10-25,No usar cinturón de seguridad,104
YZC-6590,2023-07-23,No portar licencia,127
YZC-6590,2018-04-06,No respetar semáforo,811
YZC-6590,2017-09-07,Revisión técnica vencida,824
HOR-9365,2021-01-13,Revisión técnica vencida,581
HOR-9365,2024-01-01,No respetar semáforo,227
HOR-9365,2019-05-30,No portar licencia,410
HOR-9365,2019-09-25,Vehículo sin placas visibles,708
HOR-9365,2024-05-26,No respetar semáforo,525
GQS-2026,2023-04-09,No usar cinturón de seguridad,492
GQS-2026,2023-12-16,No respetar semáforo,491
OLM-3708,2016-11-03,Uso de celular al conducir,206
OLM-3708,2018-11-01,Circular con luces apagadas,250
OLM-3708,2020-02-26,No portar licencia,552
UNR-8494,2024-10-28,Vehículo sin placas visibles,470
VAJ-1489,2020-02-23,Vehículo sin placas visibles,675
VAJ-1489,2023-02-17,No portar licencia,198
VAJ-1489,2016-04-06,Estacionamiento indebido,837
VAJ-1489,2024-09-25,Falta de seguro obligatorio,370
VAJ-1489,2017-07-02,No portar licencia,814
CKI-3047,2017-11-11,Circular con luces apagadas,735
CKI-3047,2022-05-19,Revisión técnica vencida,932
CKI-3047,2022-04-11,Revisión técnica vencida,897
PVS-0327,2023-09-30,Exceso de velocidad,272
PVS-0327,2024-01-14,No portar licencia,609
PVS-0327,2021-04-18,Estacionamiento indebido,311
PVS-0327,2017-02-15,Exceso de velocidad,165
PVS-0327,2020-04-02,No portar licencia,955
ISB-3450,2015-11-13,Estacionamiento indebido,597
ISB-3450,2024-10-30,No portar licencia,232
AMJ-9438,2024-09-27,Falta de seguro obligatorio,382
AMJ-9438,2023-01-27,Revisión técnica vencida,128
AMJ-9438,2017-08-15,Estacionamiento indebido,626
VXQ-6900,2016-02-08,Uso de celular al conducir,847
XCA-0864,2021-11-28,Estacionamiento indebido,789
XCA-0864,2020-08-15,No portar licencia,912
XCA-0864,2015-01-03,Exceso de velocidad,132
XCA-0864,2016-02-18,Uso de celular al conducir,581
HVB-9251,2019-02-11,Uso de celular al conducir,302
HVB-9251,2015-02-05,No respetar semáforo,170
HVB-9251,2021-07-12,Estacionamiento indebido,708
GIS-6562,2024-09-27,Uso de celular al conducir,658
GIS-6562,2023-06-20,Estacionamiento indebido,581
GIS-6562,2024-08-15,Uso de celular al conducir,496
GIS-6562,2023-06-11,Estacionamiento indebido,468
GIS-6562,2015-08-18,Vehículo sin placas visibles,800
CIO-9499,2024-04-25,Estacionamiento indebido,541
CIO-9499,2016-05-03,Vehículo sin placas visibles,281
CIO-9499,2022-07-08,Falta de seguro obligatorio,766
CIO-9499,2017-04-20,Uso de celular al conducir,812
CIO-9499,2023-08-03,Uso de celular al conducir,718
PYQ-2276,2017-02-22,Falta de seguro obligatorio,506
DDR-9111,2024-03-20,Vehículo sin placas visibles,748
FEV-2586,2024-07-31,Falta de seguro obligatorio,574
FEV-2586,2016-04-08,Falta de seguro obligatorio,813
FEV-2586,2016-02-08,Estacionamiento indebido,858
FEV-2586,2023-12-22,Falta de seguro obligatorio,768
YCV-9979,2015-04-30,Exceso de velocidad,876
HOL-4362,2018-08-27,Estacionamiento indebido,754
HOL-4362,2016-07-12,Revisión técnica vencida,419
HOL-4362,2022-10-25,Uso de celular al conducir,715
HOL-4362,2024-11-24,Exceso de velocidad,316
HOL-4362,2023-04-01,Exceso de velocidad,873
XTB-8855,2024-07-02,Exceso de velocidad,850
XTB-8855,2024-05-31,Revisión técnica vencida,507
HUF-7906,2024-10-23,Vehículo sin placas visibles,641
HUF-7906,2018-07-16,Circular con luces apagadas,333
UHI-1758,2021-05-12,Circular con luces apagadas,265
OSU-0870,2016-04-26,No usar cinturón de seguridad,783
OSU-0870,2018-06-15,Revisión técnica vencida,370
HEP-1856,2016-09-13,Estacionamiento indebido,915
HEP-1856,2020-04-15,Estacionamiento indebido,827
HEP-1856,2023-11-25,Revisión técnica vencida,577
HEP-1856,2016-08-04,Exceso de velocidad,129
DEU-2754,2023-04-29,Falta de seguro obligatorio,721
SWU-0302,2017-02-27,Exceso de velocidad,219
SWU-0302,2021-04-08,Vehículo sin placas visibles,532
ZEP-4842,2018-12-13,Revisión técnica vencida,283
ZEP-4842,2023-07-13,Circular con luces apagadas,962
ZEP-4842,2024-12-31,Exceso de velocidad,863
ZEP-4842,2020-01-27,No respetar semáforo,499
ZEP-4842,2019-12-31,Vehículo sin placas visibles,385
PLG-7561,2015-09-03,Revisión técnica vencida,583
PLG-7561,2022-09-05,No portar licencia,991
PLG-7561,2015-10-05,Revisión técnica vencida,237
PLG-7561,2016-11-28,Vehículo sin placas visibles,424
ORN-3770,2022-05-25,Circular con luces apagadas,303
ORN-3770,2018-10-12,No respetar semáforo,832
ORN-3770,2017-08-03,Circular con luces apagadas,927
ORN-3770,2024-12-25,Uso de celular al conducir,632
KFD-4960,2021-02-14,Revisión técnica vencida,715
KFD-4960,2021-10-19,Revisión técnica vencida,112
KFD-4960,2024-08-30,No usar cinturón de seguridad,720
KFD-4960,2017-11-10,Estacionamiento indebido,588
KFD-4960,2019-02-10,Circular con luces apagadas,789
HIV-1038,2018-05-16,Exceso de velocidad,882
HIV-1038,2017-09-28,Exceso de velocidad,335
EZC-6809,2023-10-15,No respetar semáforo,996
IUB-6819,2017-12-31,Estacionamiento indebido,594
IUB-6819,2023-10-22,No usar cinturón de seguridad,203
IUB-6819,2023-12-15,No portar licencia,661
IUB-6819,2022-12-24,Circular con luces apagadas,981
HUG-6334,2022-06-12,Falta de seguro obligatorio,614
HUG-6334,2018-02-28,No respetar semáforo,902
HUG-6334,2024-02-07,Uso de celular al conducir,529
PDD-6335,2023-09-17,No respetar semáforo,388
PDD-6335,2023-02-27,Vehículo sin placas visibles,462
PDD-6335,2016-06-29,Estacionamiento indebido,448
JPJ-0981,2017-01-27,Revisión técnica vencida,207
JPJ-0981,2020-05-28,Vehículo sin placas visibles,712
JPJ-0981,2018-08-18,Vehículo sin placas visibles,129
JPJ-0981,2018-04-21,Vehículo sin placas visibles,680
JPJ-0981,2023-06-01,No usar cinturón de seguridad,852
RQH-0215,2015-04-29,No respetar semáforo,277
JXP-8670,2015-05-28,No usar cinturón de seguridad,142
JXP-8670,2022-09-01,Estacionamiento indebido,593
JXP-8670,2017-07-22,Falta de seguro obligatorio,852
XGA-3653,2016-06-15,Revisión técnica vencida,150
XGA-3653,2019-12-24,Circular con luces apagadas,500
XGA-3653,2015-12-19,Vehículo sin placas visibles,444
WTY-2480,2020-01-28,No portar licencia,965
WTY-2480,2019-06-19,Circular con luces apagadas,775
WTY-2480,2023-01-22,No portar licencia,491
VVY-3386,2015-10-03,No portar licencia,470
VVY-3386,2021-03-07,Vehículo sin placas visibles,829
VVY-3386,2017-10-30,Uso de celular al conducir,226
VVY-3386,2017-12-28,Estacionamiento indebido,695
VVY-3386,2016-01-10,Uso de celular al conducir,662
ZEL-9715,2023-10-05,Falta de seguro obligatorio,217
ZEL-9715,2016-12-01,Exceso de velocidad,363
ZEL-9715,2020-11-15,No respetar semáforo,771
ZEL-9715,2020-01-16,No usar cinturón de seguridad,125
MMX-3717,2017-02-11,Circular con luces apagadas,596
MMX-3717,2024-07-10,Exceso de velocidad,160
MMX-3717,2024-11-24,No usar cinturón de seguridad,298
VFC-6688,2021-11-26,Vehículo sin placas visibles,997
VFC-6688,2018-07-26,Uso de celular al conducir,318
VFC-6688,2023-01-09,Vehículo sin placas visibles,943
GZN-2694,2024-08-27,No respetar semáforo,281
GZN-2694,2020-05-16,Circular con luces apagadas,972
GZN-2694,2021-07-19,No respetar semáforo,176
GZN-2694,2016-05-04,No portar licencia,482
DUK-5315,2022-03-18,Falta de seguro obligatorio,402
GFG-5077,2016-03-04,Falta de seguro obligatorio,484
GFG-5077,2021-12-11,Exceso de velocidad,199
EBU-4637,2022-12-17,Circular con luces apagadas,797
EBU-4637,2017-11-21,No respetar semáforo,429
EBU-4637,2024-10-17,Vehículo sin placas visibles,726
EBU-4637,2022-03-18,No respetar semáforo,542
IAF-6233,2019-02-04,No usar cinturón de seguridad,486
IAF-6233,2019-07-06,No usar cinturón de seguridad,680
SXB-8502,2022-02-07,No respetar semáforo,572
SXB-8502,2016-02-16,No portar licencia,288
SXB-8502,2017-11-23,Falta de seguro obligatorio,659
SXB-8502,2019-01-02,Vehículo sin placas visibles,828
SXB-8502,2018-12-03,Circular con luces apagadas,399
RVC-6045,2020-05-24,Uso de celular al conducir,939
RVC-6045,2017-07-04,Circular con luces apagadas,842
RVC-6045,2024-05-03,Estacionamiento indebido,847
RVC-6045,2018-10-29,Circular con luces apagadas,209
RVC-6045,2018-03-12,Estacionamiento indebido,820
ABX-9539,2019-11-19,Uso de celular al conducir,884
FQI-8048,2024-02-08,Revisión técnica vencida,372
FQI-8048,2018-10-23,No respetar semáforo,539
FQI-8048,2022-03-07,Exceso de velocidad,534
FQI-8048,2016-03-15,No respetar semáforo,159
FQI-8048,2015-12-29,Exceso de velocidad,897
FDH-1804,2021-09-28,Exceso de velocidad,873
FDH-1804,2015-03-18,Falta de seguro obligatorio,130
SHS-6899,2019-05-21,Falta de seguro obligatorio,319
SHS-6899,2021-10-18,No respetar semáforo,652
SXP-7299,2021-02-04,No portar licencia,578
SXP-7299,2016-04-11,Falta de seguro obligatorio,457
SXP-7299,2017-07-27,No respetar semáforo,691
SXP-7299,2019-11-24,Uso de celular al conducir,158
THK-0837,2020-05-08,No respetar semáforo,841
THK-0837,2020-08-11,Circular con luces apagadas,588
THK-0837,2024-02-09,Uso de celular al conducir,264
THK-0837,2015-10-06,Circular con luces apagadas,1000
THK-0837,2015-07-27,Vehículo sin placas visibles,587
XXH-9563,2023-04-02,No respetar semáforo,935
XXH-9563,2016-10-12,Revisión técnica vencida,383
JBJ-6697,2024-02-17,Uso de celular al conducir,230
JBJ-6697,2016-10-12,Revisión técnica vencida,390
JBJ-6697,2020-11-19,No portar licencia,822
JBJ-6697,2024-02-20,Uso de celular al conducir,223
QXT-2399,2015-11-13,Circular con luces apagadas,511
GTV-9958,2015-07-17,Circular con luces apagadas,165
GTV-9958,2023-03-11,Revisión técnica vencida,334
GTV-9958,2024-03-08,Circular con luces apagadas,942
OPP-3545,2017-02-24,Falta de seguro obligatorio,106
OPP-3545,2022-08-31,No respetar semáforo,629
ERI-7954,2021-01-23,Vehículo sin placas visibles,472
ERI-7954,2022-04-23,No portar licencia,986
ERI-7954,2023-01-10,Circular con luces apagadas,771
ERI-7954,2018-01-22,No usar cinturón de seguridad,586
ERI-7954,2015-03-24,Estacionamiento indebido,285
XBN-9302,2020-04-10,Revisión técnica vencida,186
XBN-9302,2022-05-29,Uso de celular al conducir,410
XBN-9302,2017-04-04,Falta de seguro obligatorio,769
XBN-9302,2019-12-17,Circular con luces apagadas,545
EHA-0234,2020-12-25,Falta de seguro obligatorio,263
EHA-0234,2018-10-10,Revisión técnica vencida,492
EHA-0234,2022-05-10,No respetar semáforo,945
THD-1064,2016-08-15,Falta de seguro obligatorio,636
THD-1064,2022-03-13,Revisión técnica vencida,591
THD-1064,2021-10-10,No portar licencia,882
THD-1064,2017-09-15,Uso de celular al conducir,984
LTE-5693,2019-04-14,Exceso de velocidad,698
LTE-5693,2017-02-11,Revisión técnica vencida,549
LTE-5693,2015-08-09,No respetar semáforo,600
LTE-5693,2017-09-01,Falta de seguro obligatorio,572
LTE-5693,2017-01-22,No respetar semáforo,778
ZFZ-6197,2017-04-27,No respetar semáforo,993
ZFZ-6197,2022-08-16,Revisión técnica vencida,995
ZFZ-6197,2023-06-18,Circular con luces apagadas,475
HIK-0967,2017-11-05,Exceso de velocidad,708
HIK-0967,2020-07-18,Uso de celular al conducir,150
HIK-0967,2018-01-27,Falta de seguro obligatorio,577
HIK-0967,2016-05-16,Vehículo sin placas visibles,364
HBX-0242,2016-10-14,No respetar semáforo,189
USH-3100,2018-10-17,Exceso de velocidad,694
RCR-7742,2018-01-09,No portar licencia,789
HIU-9567,2021-11-13,Circular con luces apagadas,520
HIU-9567,2016-10-05,Circular con luces apagadas,380
HIU-9567,2019-01-24,Revisión técnica vencida,566
XVM-3387,2017-04-25,No portar licencia,700
XVM-3387,2019-12-03,No usar cinturón de seguridad,939
XVM-3387,2020-05-19,No portar licencia,173
XVM-3387,2020-06-10,Falta de seguro obligatorio,956
DAX-3096,2019-04-13,No respetar semáforo,566
DAX-3096,2019-12-13,Vehículo sin placas visibles,260
DAX-3096,2020-08-31,Falta de seguro obligatorio,642
BNR-3675,2017-02-27,Revisión técnica vencida,146
BNR-3675,2015-06-25,Circular con luces apagadas,946
EMD-0290,2021-07-28,Uso de celular al conducir,449
EMD-0290,2019-12-19,Exceso de velocidad,727
FVG-9202,2019-02-20,No portar licencia,593
FVG-9202,2024-12-03,Exceso de velocidad,539
FVG-9202,2018-02-11,No usar cinturón de seguridad,972
FVG-9202,2023-05-24,Revisión técnica vencida,985
OVM-3102,2024-11-13,Falta de seguro obligatorio,606
OVM-3102,2023-04-01,Circular con luces apagadas,111
AXM-3669,2018-12-24,No respetar semáforo,221
AXM-3669,2023-01-01,Uso de celular al conducir,900
BPD-2646,2023-01-10,Uso de celular al conducir,246
BPD-2646,2020-09-30,Uso de celular al conducir,776
BPD-2646,2017-11-03,Falta de seguro obligatorio,136
TDC-0665,2017-08-02,Vehículo sin placas visibles,343
TDC-0665,2021-05-16,Falta de seguro obligatorio,753
TDC-0665,2019-08-24,Exceso de velocidad,346
XEO-2976,2022-04-23,No respetar semáforo,826
XEO-2976,2020-12-14,Revisión técnica vencida,245
XEO-2976,2024-03-21,Revisión técnica vencida,123
XEO-2976,2022-07-26,No usar cinturón de seguridad,315
GUV-4529,2016-10-07,Falta de seguro obligatorio,308
GUV-4529,2017-11-10,Revisión técnica vencida,304
GUV-4529,2017-11-21,Exceso de velocidad,480
GUV-4529,2024-08-01,Exceso de velocidad,139
SKL-7721,2024-10-11,Uso de celular al conducir,197
SKL-7721,2019-02-24,Circular con luces apagadas,937
SKL-7721,2018-12-04,Exceso de velocidad,846
BTZ-9637,2023-08-15,No portar licencia,968
BTZ-9637,2020-10-03,No portar licencia,505
VQC-6891,2017-10-16,Falta de seguro obligatorio,215
VQC-6891,2022-10-23,Estacionamiento indebido,436
VQC-6891,2022-08-03,Circular con luces apagadas,367
VQC-6891,2021-09-01,Falta de seguro obligatorio,714
VQC-6891,2023-06-21,Estacionamiento indebido,979
WPP-0512,2024-07-27,No portar licencia,741
WPP-0512,2019-05-26,Estacionamiento indebido,793
WPP-0512,2023-10-18,Estacionamiento indebido,566
WPP-0512,2018-08-30,Uso de celular al conducir,894
WPP-0512,2024-06-02,Vehículo sin placas visibles,276
YSH-3882,2015-10-12,No respetar semáforo,666
YSH-3882,2022-04-29,Falta de seguro obligatorio,568
YSH-3882,2020-11-18,No usar cinturón de seguridad,642
YSH-3882,2022-02-11,Falta de seguro obligatorio,407
GYF-8162,2024-06-29,No usar cinturón de seguridad,822
GYF-8162,2017-10-04,Uso de celular al conducir,193
GYF-8162,2022-06-02,Vehículo sin placas visibles,634
GYF-8162,2022-04-01,Circular con luces apagadas,394
GYF-8162,2022-05-01,No respetar semáforo,711
MAY-3276,2020-10-26,Revisión técnica vencida,113
MAY-3276,2020-08-27,No usar cinturón de seguridad,853
TFQ-7711,2021-10-20,Estacionamiento indebido,755
TFQ-7711,2017-09-15,No usar cinturón de seguridad,741
TFQ-7711,2015-06-03,Circular con luces apagadas,828
TFQ-7711,2021-08-12,Revisión técnica vencida,344
TFQ-7711,2017-04-24,Exceso de velocidad,908
CRK-5572,2020-07-07,No respetar semáforo,130
CRK-5572,2024-07-25,Exceso de velocidad,523
CRK-5572,2017-12-24,Falta de seguro obligatorio,787
QWK-0128,2015-03-27,Falta de seguro obligatorio,680
QWK-0128,2019-07-23,No respetar semáforo,295
LMM-6242,2023-03-24,Revisión técnica vencida,962
LMM-6242,2024-07-11,No portar licencia,572
LMM-6242,2017-03-28,Vehículo sin placas visibles,134
HFX-1496,2020-02-10,No respetar semáforo,154
HFX-1496,2016-03-22,Estacionamiento indebido,948
HFX-1496,2015-01-23,No respetar semáforo,434
RHT-4071,2017-11-10,Falta de seguro obligatorio,152
RHT-4071,2016-05-04,No portar licencia,256
RHT-4071,2017-12-28,Estacionamiento indebido,864
RHT-4071,2021-07-03,Uso de celular al conducir,664
RHT-4071,2020-07-21,Vehículo sin placas visibles,670
EXB-5613,2018-01-03,Falta de seguro obligatorio,405
EXB-5613,2018-05-02,Circular con luces apagadas,257
EXB-5613,2015-12-07,Falta de seguro obligatorio,884
EXB-5613,2017-08-26,No respetar semáforo,348
ULL-3608,2015-01-15,No respetar semáforo,415
MIK-9905,2024-03-19,No portar licencia,489
MIK-9905,2022-08-02,Uso de celular al conducir,414
MIK-9905,2019-12-14,Exceso de velocidad,597
MIK-9905,2022-09-28,Uso de celular al conducir,956
BPT-5613,2020-06-13,Circular con luces apagadas,659
BPT-5613,2016-04-15,Falta de seguro obligatorio,333
BPT-5613,2022-07-25,Circular con luces apagadas,366
BPT-5613,2016-08-22,Vehículo sin placas visibles,543
RYY-2700,2019-10-11,No respetar semáforo,356
RYY-2700,2023-05-16,No usar cinturón de seguridad,436
RYY-2700,2024-01-13,No respetar semáforo,750
RYY-2700,2020-10-04,Vehículo sin placas visibles,478
RYY-2700,2018-08-09,Vehículo sin placas visibles,604
FUX-7650,2021-10-13,Vehículo sin placas visibles,309
TDH-5746,2022-10-30,Uso de celular al conducir,687
RTV-3940,2015-11-24,Revisión técnica vencida,608
RTV-3940,2022-11-24,Estacionamiento indebido,361
RTV-3940,2023-11-01,No respetar semáforo,943
RTV-3940,2016-12-12,No usar cinturón de seguridad,933
