Placa,Fecha,Descripcion,Monto
JBU-0919,2021-04-12,Circular con luces apagadas,991
JBU-0919,2015-01-04,Circular con luces apagadas,255
GOG-9849,2018-07-21,Revisión técnica vencida,812
IDL-9759,2020-10-16,Exceso de velocidad,167
IDL-9759,2024-08-17,No usar cinturón de seguridad,955
IDL-9759,2016-01-03,No portar licencia,746
QKY-8636,2016-03-19,Revisión técnica vencida,517
YJV-3639,2016-05-07,Falta de seguro obligatorio,883
YJV-3639,2022-12-05,Uso de celular al conducir,618
YJV-3639,2024-10-28,Estacionamiento indebido,480
YJV-3639,2018-08-21,Exceso de velocidad,890
YJV-3639,2018-08-11,Vehículo sin placas visibles,878
SFV-0253,2019-04-22,Estacionamiento indebido,761
SFV-0253,2019-09-21,Falta de seguro obligatorio,495
SFV-0253,2023-02-16,Exceso de velocidad,433
SFV-0253,2019-11-26,No portar licencia,614
CHI-8725,2015-09-01,Uso de celular al conducir,346
CHI-8725,2018-08-29,No respetar semáforo,645
CHI-8725,2017-05-23,Exceso de velocidad,153
RCB-4598,2021-04-21,Circular con luces apagadas,712
RCB-4598,2024-08-30,No usar cinturón de seguridad,541
CKV-3420,2017-02-24,Circular con luces apagadas,184
CKV-3420,2016-11-10,Revisión técnica vencida,671
CKV-3420,2023-09-02,Uso de celular al conducir,615
DTG-2750,2018-09-05,No respetar semáforo,705
DTG-2750,2022-01-08,No respetar semáforo,728
PJL-2627,2022-02-19,No usar cinturón de seguridad,800
PJL-2627,2016-02-11,Falta de seguro obligatorio,332
BYH-7503,2015-07-01,Revisión técnica vencida,676
BYH-7503,2022-06-26,No usar cinturón de seguridad,720
BYH-7503,2016-04-22,Revisión técnica vencida,103
BYH-7503,2020-11-10,Revisión técnica vencida,368
BYH-7503,2022-09-25,Exceso de velocidad,106
DKV-2312,2019-07-06,Revisión técnica vencida,417
JTP-0617,2020-09-04,Estacionamiento indebido,839
JTP-0617,2023-11-18,Falta de seguro obligatorio,189
JTP-0617,2019-11-29,No respetar semáforo,163
JTP-0617,2021-09-19,No usar cinturón de seguridad,511
JTP-0617,2024-11-01,Vehículo sin placas visibles,751
XWB-3999,2022-08-27,No usar cinturón de seguridad,312
XWB-3999,2015-01-03,No usar cinturón de seguridad,993
UFN-0948,2021-06-17,Uso de celular al conducir,699
UFN-0948,2018-03-30,Exceso de velocidad,261
DCN-0730,2015-03-27,Estacionamiento indebido,304
DCN-0730,2019-03-19,Uso de celular al conducir,219
DCN-0730,2024-07-15,No portar licencia,274
CGD-4656,2016-06-21,Circular con luces apagadas,914
CGD-4656,2020-06-10,No portar licencia,543
CGD-4656,2017-09-28,Circular con luces apagadas,477
CGD-4656,2019-10-22,Uso de celular al conducir,296
GJF-7896,2017-05-23,Exceso de velocidad,987
GJF-7896,2021-07-06,Falta de seguro obligatorio,883
TDM-1178,2017-08-27,Uso de celular al conducir,420
TDM-1178,2015-07-31,No respetar semáforo,840
TDM-1178,2021-09-08,Vehículo sin placas visibles,639
TDM-1178,2015-01-31,Exceso de velocidad,881
TDM-1178,2021-10-03,Falta de seguro obligatorio,923
CVX-0849,2021-04-20,Vehículo sin placas visibles,599
CVX-0849,2016-10-01,Vehículo sin placas visibles,675
CVX-0849,2016-11-20,Exceso de velocidad,638
XNU-1014,2022-04-20,No portar licencia,458
XNU-1014,2021-11-07,Estacionamiento indebido,710
XNU-1014,2016-02-13,Circular con luces apagadas,454
XNU-1014,2024-01-01,Circular con luces apagadas,319
GCV-8291,2015-05-02,No portar licencia,585
GCV-8291,2018-10-11,Uso de celular al conducir,238
IAW-4801,2019-09-08,Exceso de velocidad,271
IAW-4801,2017-08-01,Circular con luces apagadas,873
IAW-4801,2021-06-17,Circular con luces apagadas,174
IAW-4801,2023-06-09,No usar cinturón de seguridad,967
OOV-8175,2023-04-10,Vehículo sin placas visibles,976
OOV-8175,2024-12-22,Vehículo sin placas visibles,873
GBP-7106,2023-06-30,No usar cinturón de seguridad,595
GBP-7106,2016-10-22,Estacionamiento indebido,130
GBP-7106,2017-11-04,Falta de seguro obligatorio,474
GBP-7106,2019-07-17,No usar cinturón de seguridad,766
GBP-7106,2016-06-23,Uso de celular al conducir,694
YIK-1956,2018-10-28,Revisión técnica vencida,436
YIK-1956,2021-02-05,Vehículo sin placas visibles,965
YIK-1956,2015-11-17,Falta de seguro obligatorio,656
YIK-1956,2017-05-13,No portar licencia,851
NPT-2754,2021-06-19,Uso de celular al conducir,837
NPT-2754,2017-03-12,Vehículo sin placas visibles,903
DXE-9555,2017-02-22,Estacionamiento indebido,113
DXE-9555,2020-04-13,Revisión técnica vencida,782
DXE-9555,2017-04-08,No respetar semáforo,323
DXE-9555,2022-10-18,No usar cinturón de seguridad,129
DXE-9555,2020-07-16,No usar cinturón de seguridad,219
WFN-4931,2015-04-24,Uso de celular al conducir,197
WFN-4931,2019-02-26,Revisión técnica vencida,520
WFN-4931,2019-12-25,Estacionamiento indebido,443
WFN-4931,2016-08-28,No usar cinturón de seguridad,130
URX-3161,2017-09-06,Falta de seguro obligatorio,614
URX-3161,2019-10-09,Revisión técnica vencida,687
URX-3161,2022-07-24,Uso de celular al conducir,919
URX-3161,2015-11-23,Circular con luces apagadas,782
URX-3161,2022-07-09,Uso de celular al conducir,784
UAH-9241,2020-06-02,Estacionamiento indebido,400
COJ-3697,2018-09-11,Estacionamiento indebido,359
COJ-3697,2022-08-13,No portar licencia,257
COJ-3697,2017-04-09,Uso de celular al conducir,399
COJ-3697,2019-02-12,Circular con luces apagadas,152
COJ-3697,2023-08-14,No usar cinturón de seguridad,879
KHD-9713,2024-07-25,Revisión técnica vencida,967
KHD-9713,2018-11-15,Vehículo sin placas visibles,128
IPJ-2378,2018-03-11,Uso de celular al conducir,702
IPJ-2378,2018-04-25,Uso de celular al conducir,109
IPJ-2378,2021-03-07,No usar cinturón de seguridad,972
IPJ-2378,2024-02-02,Estacionamiento indebido,688
JXV-7436,2022-03-01,Revisión técnica vencida,422
JXV-7436,2021-08-10,No respetar semáforo,448
RHO-1516,2023-01-23,Revisión técnica vencida,347
RHO-1516,2017-09-21,No respetar semáforo,402
RHO-1516,2019-10-13,Revisión técnica vencida,693
RHO-1516,2017-12-04,Uso de celular al conducir,781
RHO-1516,2017-01-14,Circular con luces apagadas,416
CMR-3951,2019-06-26,Uso de celular al conducir,179
CMR-3951,2021-11-27,Vehículo sin placas visibles,276
CMR-3951,2023-11-28,Exceso de velocidad,945
YGC-7965,2023-01-27,No usar cinturón de seguridad,864
YGC-7965,2017-12-14,Estacionamiento indebido,623
IZX-8096,2022-09-01,Circular con luces apagadas,391
IZX-8096,2018-08-15,Uso de celular al conducir,641
IZX-8096,2022-12-23,Circular con luces apagadas,458
BPF-2157,2015-06-18,Revisión técnica vencida,323
BPF-2157,2021-05-19,No portar licencia,990
BPF-2157,2021-05-23,Exceso de velocidad,708
DGI-5573,2020-05-23,Exceso de velocidad,101
DGI-5573,2024-02-27,Falta de seguro obligatorio,293
ZQV-8414,2019-02-19,Revisión técnica vencida,438
ZQV-8414,2016-09-16,No usar cinturón de seguridad,756
SZK-8368,2015-09-26,No respetar semáforo,835
SZK-8368,2023-09-30,No usar cinturón de seguridad,366
SZK-8368,2021-08-17,No usar cinturón de seguridad,276
SZK-8368,2016-06-16,Uso de celular al conducir,495
SZK-8368,2022-11-08,Falta de seguro obligatorio,151
ANV-0550,2019-10-20,Falta de seguro obligatorio,595
SSP-9978,2019-03-28,Circular con luces apagadas,134
SSP-9978,2016-05-10,Exceso de velocidad,188
SSP-9978,2019-10-01,Circular con luces apagadas,623
SSP-9978,2015-08-29,Exceso de velocidad,435
SYS-8207,2015-11-28,Exceso de velocidad,794
SYS-8207,2015-03-03,Vehículo sin placas visibles,326
QCL-5381,2017-07-18,Revisión técnica vencida,289
QCL-5381,2020-05-27,Revisión técnica vencida,290
MFI-9888,2016-12-30,No usar cinturón de seguridad,292
MFI-9888,2019-08-15,Uso de celular al conducir,932
MFI-9888,2019-09-18,Falta de seguro obligatorio,227
MFI-9888,2017-03-15,Vehículo sin placas visibles,704
KEH-1227,2024-03-05,No usar cinturón de seguridad,720
RCT-6035,2017-01-05,Circular con luces apagadas,510
RCT-6035,2020-01-20,Circular con luces apagadas,715
LCW-3226,2022-05-11,Uso de celular al conducir,425
LCW-3226,2017-12-24,No usar cinturón de seguridad,535
LCW-3226,2024-03-24,No portar licencia,237
LCW-3226,2022-06-05,Revisión técnica vencida,861
LCW-3226,2019-11-07,No respetar semáforo,119
SIU-2479,2021-07-09,No respetar semáforo,301
SIU-2479,2022-04-20,Exceso de velocidad,127
SIU-2479,2022-11-30,Circular con luces apagadas,578
SIU-2479,2021-06-17,Uso de celular al conducir,647
MXY-5813,2019-04-17,No respetar semáforo,179
MXY-5813,2022-12-26,Uso de celular al conducir,875
FOG-5007,2020-07-07,Vehículo sin placas visibles,448
FOG-5007,2019-07-03,No portar licencia,248
FOG-5007,2015-07-19,Circular con luces apagadas,442
JAT-8462,2023-12-07,No portar licencia,522
JAT-8462,2016-09-26,Circular con luces apagadas,393
NXL-3240,2015-12-20,Uso de celular al conducir,212
YGK-4804,2016-08-06,Vehículo sin placas visibles,856
HBS-5494,2022-06-12,Circular con luces apagadas,650
HBS-5494,2023-04-21,Estacionamiento indebido,449
HBS-5494,2021-01-19,No usar cinturón de seguridad,902
OKW-5788,2016-11-06,No usar cinturón de seguridad,282
OKW-5788,2017-06-17,No usar cinturón de seguridad,166
OKW-5788,2018-02-24,Exceso de velocidad,212
VYD-0884,2020-09-23,Circular con luces apagadas,163
VYD-0884,2018-03-19,Falta de seguro obligatorio,807
VYD-0884,2015-10-31,Estacionamiento indebido,957
JDV-3241,2016-09-21,Uso de celular al conducir,997
JDV-3241,2016-11-12,Uso de celular al conducir,112
JDV-3241,2022-12-17,Uso de celular al conducir,885
JDV-3241,2016-01-29,No portar licencia,930
VRL-0610,2022-11-15,Estacionamiento indebido,246
VRL-0610,2024-09-24,Falta de seguro obligatorio,983
VRL-0610,2016-02-06,No usar cinturón de seguridad,633
VRL-0610,2017-07-26,No portar licencia,163
BZF-1008,2018-08-09,Estacionamiento indebido,312
BZF-1008,2017-08-25,Circular con luces apagadas,426
BZF-1008,2015-04-27,Exceso de velocidad,233
BZF-1008,2016-03-03,No portar licencia,293
KTS-9913,2016-06-24,Uso de celular al conducir,760
KTS-9913,2017-05-03,No respetar semáforo,429
KTS-9913,2024-12-04,No portar licencia,658
KTS-9913,2018-04-13,No usar cinturón de seguridad,259
UST-3868,2018-11-02,Vehículo sin placas visibles,255
THI-9388,2018-12-13,No usar cinturón de seguridad,745
THI-9388,2015-11-26,Uso de celular al conducir,684
THI-9388,2019-11-04,Falta de seguro obligatorio,256
THI-9388,2018-04-18,No respetar semáforo,969
THI-9388,2023-01-25,Revisión técnica vencida,536
SHW-4817,2023-03-26,Circular con luces apagadas,967
SHW-4817,2018-08-06,Exceso de velocidad,893
SHW-4817,2020-11-21,Vehículo sin placas visibles,126
SHW-4817,2022-08-09,No respetar semáforo,100
YNL-7035,2023-07-06,No usar cinturón de seguridad,279
YNL-7035,2021-03-26,Circular con luces apagadas,314
MRF-4835,2016-10-29,Exceso de velocidad,781
MRF-4835,2017-01-02,Revisión técnica vencida,574
TCZ-1514,2018-12-15,Revisión técnica vencida,963
TCZ-1514,2017-10-29,No respetar semáforo,896
TCZ-1514,2021-07-16,Uso de celular al conducir,821
TCZ-1514,2020-07-17,Exceso de velocidad,335
CTK-4071,2020-03-06,Circular con luces apagadas,271
CTK-4071,2022-01-24,Estacionamiento indebido,655
VGI-2398,2021-06-27,Exceso de velocidad,130
VGI-2398,2023-12-07,Estacionamiento indebido,139
VGI-2398,2022-07-13,No portar licencia,411
VGI-2398,2024-09-28,Falta de seguro obligatorio,153
GCF-6460,2024-05-07,No usar cinturón de seguridad,586
GCF-6460,2022-09-11,No portar licencia,653
STW-7778,2015-07-05,Uso de celular al conducir,356
STW-7778,2020-12-24,Uso de celular al conducir,154
STW-7778,2023-10-06,No usar cinturón de seguridad,591
STW-7778,2017-06-07,Vehículo sin placas visibles,218
STW-7778,2021-06-13,No respetar semáforo,508
BKK-5927,2023-06-29,Falta de seguro obligatorio,809
BKK-5927,2023-03-08,No usar cinturón de seguridad,330
GQL-2343,2018-05-31,No respetar semáforo,696
GQL-2343,2022-07-23,Exceso de velocidad,395
GQL-2343,2023-01-17,Uso de celular al conducir,776
GQL-2343,2024-06-27,Uso de celular al conducir,686
GQL-2343,2022-05-08,Revisión técnica vencida,107
VHT-8137,2020-03-23,Vehículo sin placas visibles,901
VHT-8137,2020-01-25,No usar cinturón de seguridad,596
VHT-8137,2023-01-16,Circular con luces apagadas,332
VHT-8137,2016-08-20,No respetar semáforo,700
VHT-8137,2015-11-30,Exceso de velocidad,978
DIC-3488,2017-05-05,Vehículo sin placas visibles,840
FQJ-6832,2016-06-14,Circular con luces apagadas,122
DXN-2196,2018-01-05,Uso de celular al conducir,771
DXN-2196,2015-12-07,Falta de seguro obligatorio,862
DXN-2196,2018-05-25,Revisión técnica vencida,815
HVZ-1701,2018-07-11,Circular con luces apagadas,998
HVZ-1701,2016-08-02,No usar cinturón de seguridad,475
FPX-7539,2015-11-19,No usar cinturón de seguridad,533
FPX-7539,2024-06-05,Circular con luces apagadas,785
FPX-7539,2024-07-23,Circular con luces apagadas,967
JJI-5718,2015-07-31,Vehículo sin placas visibles,374
JJI-5718,2018-01-12,Falta de seguro obligatorio,811
KCP-9289,2016-11-29,No portar licencia,548
KCP-9289,2015-11-29,Vehículo sin placas visibles,836
KCP-9289,2018-09-09,Circular con luces apagadas,750
WPV-2480,2017-02-23,Exceso de velocidad,244
WPV-2480,2015-03-17,Revisión técnica vencida,265
WPV-2480,2015-07-28,Vehículo sin placas visibles,201
WPV-2480,2019-09-01,Circular con luces apagadas,473
EBT-7176,2020-12-25,No respetar semáforo,549
EBT-7176,2015-01-16,Revisión técnica vencida,513
AJW-6742,2019-04-27,Revisión técnica vencida,742
AJW-6742,2023-05-25,Revisión técnica vencida,628
AJW-6742,2024-10-13,Vehículo sin placas visibles,195
AJW-6742,2022-12-04,Estacionamiento indebido,727
AJW-6742,2021-07-14,Uso de celular al conducir,815
NVB-6583,2021-05-17,Uso de celular al conducir,318
NVB-6583,2016-12-03,Exceso de velocidad,169
NVB-6583,2019-02-27,Falta de seguro obligatorio,468
NVB-6583,2024-05-29,Falta de seguro obligatorio,862
GOG-5622,2022-07-06,No usar cinturón de seguridad,751
PYI-3977,2016-07-06,Vehículo sin placas visibles,880
PYI-3977,2015-05-22,Vehículo sin placas visibles,980
PYI-3977,2022-09-19,Uso de celular al conducir,382
PYI-3977,2016-07-02,No respetar semáforo,962
PYI-3977,2015-06-13,Exceso de velocidad,123
NDW-6188,2019-12-20,Circular con luces apagadas,677
WWV-5105,2021-12-08,Falta de seguro obligatorio,746
WWV-5105,2023-04-10,Estacionamiento indebido,611
WWV-5105,2017-04-01,Uso de celular al conducir,896
AAB-8280,2021-11-09,Estacionamiento indebido,195
AAB-8280,2015-11-27,Falta de seguro obligatorio,593
AAB-8280,2018-04-28,Revisión técnica vencida,496
AAB-8280,2020-04-01,Exceso de velocidad,339
ZYW-5464,2021-03-26,Revisión técnica vencida,551
ZYW-5464,2017-02-25,Revisión técnica vencida,623
ZYW-5464,2016-08-18,Vehículo sin placas visibles,968
ZYW-5464,2016-08-06,Exceso de velocidad,469
ZYW-5464,2015-08-28,Estacionamiento indebido,816
JLT-3291,2022-07-09,Vehículo sin placas visibles,332
JLT-3291,2016-07-22,Falta de seguro obligatorio,673
NLL-5206,2018-08-09,Uso de celular al conducir,656
NLL-5206,2020-01-06,Uso de celular al conducir,198
NLL-5206,2024-07-18,Circular con luces apagadas,142
RZO-7389,2020-07-20,Vehículo sin placas visibles,448
RZO-7389,2022-01-31,No usar cinturón de seguridad,125
RZO-7389,2016-04-30,Estacionamiento indebido,647
RZO-7389,2022-05-06,Exceso de velocidad,748
TMF-1110,2023-02-13,No respetar semáforo,335
TMF-1110,2017-02-05,Estacionamiento indebido,736
TMF-1110,2017-01-19,Vehículo sin placas visibles,756
TMF-1110,2023-12-09,No respetar semáforo,311
FWR-0257,2018-11-10,No portar licencia,132
FWR-0257,2020-05-22,Uso de celular al conducir,331
FWR-0257,2017-02-02,Revisión técnica vencida,795
YWS-7998,2021-06-10,Revisión técnica vencida,765
BYU-1480,2022-09-03,Exceso de velocidad,207
BYU-1480,2018-07-26,Exceso de velocidad,709
ZWQ-7928,2015-10-18,Revisión técnica vencida,390
ZWQ-7928,2016-05-18,Vehículo sin placas visibles,325
ZWQ-7928,2015-08-11,Exceso de velocidad,548
WHK-8524,2024-01-28,No portar licencia,638
WHK-8524,2021-06-29,Falta de seguro obligatorio,488
RRS-5805,2024-07-06,Exceso de velocidad,644
RRS-5805,2019-07-27,No usar cinturón de seguridad,523
RRS-5805,2018-10-29,Revisión técnica vencida,674
RRS-5805,2024-03-20,Estacionamiento indebido,121
MXH-2061,2023-06-01,No usar cinturón de seguridad,817
HPI-5838,2021-06-02,Uso de celular al conducir,435
HPI-5838,2017-08-27,No portar licencia,429
HPI-5838,2023-12-11,Falta de seguro obligatorio,148
HPI-5838,2021-04-15,No portar licencia,866
HPI-5838,2018-03-19,No usar cinturón de seguridad,656
KZP-6328,2017-03-13,Vehículo sin placas visibles,219
KZP-6328,2021-11-02,No respetar semáforo,681
KZP-6328,2022-01-04,Circular con luces apagadas,145
KZP-6328,2023-07-20,Revisión técnica vencida,486
IUG-6685,2018-04-30,Vehículo sin placas visibles,407
IUG-6685,2019-11-09,Falta de seguro obligatorio,797
GGE-1064,2016-04-21,No usar cinturón de seguridad,921
GGE-1064,2024-02-07,Vehículo sin placas visibles,812
TID-6846,2022-02-08,Exceso de velocidad,465
TID-6846,2015-01-01,Falta de seguro obligatorio,158
TID-6846,2020-06-19,No portar licencia,430
TID-6846,2015-04-01,No respetar semáforo,899
VLP-4701,2016-10-26,Uso de celular al conducir,497
VLP-4701,2021-09-28,Estacionamiento indebido,883
VLP-4701,2022-10-13,Estacionamiento indebido,819
AJE-8467,2017-06-04,Estacionamiento indebido,939
AJE-8467,2024-05-04,Vehículo sin placas visibles,589
YYG-3102,2019-01-19,Falta de seguro obligatorio,552
YYG-3102,2024-08-15,No usar cinturón de seguridad,724
PMX-0503,2020-06-06,Revisión técnica vencida,727
PMX-0503,2018-08-17,No respetar semáforo,894
RAO-6951,2016-11-23,Estacionamiento indebido,934
RGQ-5155,2022-10-24,No respetar semáforo,945
RGQ-5155,2021-12-10,Circular con luces apagadas,155
PFV-8095,2016-11-25,Revisión técnica vencida,289
PFV-8095,2016-04-08,No usar cinturón de seguridad,613
PFV-8095,2018-02-20,Falta de seguro obligatorio,600
PFV-8095,2015-08-13,No usar cinturón de seguridad,942
SEB-9851,2021-08-23,Falta de seguro obligatorio,312
SEB-9851,2024-10-14,Falta de seguro obligatorio,516
XRR-8365,2022-03-25,Exceso de velocidad,568
ECC-5833,2019-03-09,Circular con luces apagadas,708
ECC-5833,2016-10-06,Circular con luces apagadas,359
ECC-5833,2015-01-25,Uso de celular al conducir,637
ECC-5833,2020-10-23,Uso de celular al conducir,648
FMH-4709,2020-02-28,Estacionamiento indebido,727
FMH-4709,2019-09-16,Circular con luces apagadas,585
FMH-4709,2018-07-04,Circular con luces apagadas,368
GRA-0785,2020-05-20,No respetar semáforo,566
GRA-0785,2019-07-09,No portar licencia,587
GRA-0785,2017-03-31,Exceso de velocidad,650
XXZ-0827,2015-08-30,Exceso de velocidad,513
AQR-1072,2018-03-16,Uso de celular al conducir,697
AQR-1072,2020-09-11,Revisión técnica vencida,599
AQR-1072,2024-10-13,Uso de celular al conducir,956
SIC-6413,2021-05-29,No usar cinturón de seguridad,333
SIC-6413,2017-10-09,No portar licencia,563
SIC-6413,2022-01-16,No respetar semáforo,217
SIC-6413,2024-12-23,Uso de celular al conducir,988
SIC-6413,2017-10-11,No usar cinturón de seguridad,121
CFL-3813,2024-07-05,Exceso de velocidad,284
CFL-3813,2019-09-23,Uso de celular al conducir,734
CFL-3813,2018-05-17,No respetar semáforo,373
CFL-3813,2023-01-31,Exceso de velocidad,685
FMB-4630,2024-06-02,No respetar semáforo,319
VMH-1814,2020-08-22,Exceso de velocidad,646
VMH-1814,2015-04-05,Estacionamiento indebido,835
SZG-8472,2024-02-16,No usar cinturón de seguridad,288
KAY-8862,2024-11-02,Falta de seguro obligatorio,843
KAY-8862,2020-04-04,No portar licencia,623
KAY-8862,2020-11-28,Falta de seguro obligatorio,683
KAY-8862,2021-07-30,No respetar semáforo,725
KAY-8862,2018-06-24,No portar licencia,347
ZND-0608,2021-10-20,No respetar semáforo,832
ZND-0608,2018-03-07,Vehículo sin placas visibles,487
PNO-7487,2021-08-14,No portar licencia,603
PNO-7487,2024-02-19,Falta de seguro obligatorio,964
FMU-9301,2020-12-13,Uso de celular al conducir,762
CCN-5381,2020-01-19,Circular con luces apagadas,758
CCN-5381,2021-10-26,Estacionamiento indebido,873
CCN-5381,2020-06-23,No usar cinturón de seguridad,740
CCN-5381,2024-05-24,Estacionamiento indebido,761
AFY-3387,2016-06-23,Exceso de velocidad,337
AFY-3387,2017-09-26,Exceso de velocidad,700
AFY-3387,2024-02-10,Revisión técnica vencida,292
AFY-3387,2024-11-22,Uso de celular al conducir,330
VHC-7953,2022-01-23,Vehículo sin placas visibles,267
FYQ-9000,2020-05-19,Vehículo sin placas visibles,287
FYQ-9000,2017-05-16,No portar licencia,514
HJG-9558,2022-08-23,Exceso de velocidad,959
HJG-9558,2022-03-23,Falta de seguro obligatorio,610
