Placa,Fecha,Descripcion,Monto
DYZ-4199,2023-06-01,Exceso de velocidad,350
TZK-9662,2020-12-05,Estacionamiento indebido,872
TZK-9662,2016-07-30,Exceso de velocidad,953
TZK-9662,2020-02-23,Circular con luces apagadas,477
TZK-9662,2024-07-01,Exceso de velocidad,124
TZK-9662,2020-03-10,No usar cinturón de seguridad,503
VXW-4902,2016-09-08,Revisión técnica vencida,556
GNF-9372,2024-05-23,Vehículo sin placas visibles,910
GNF-9372,2020-06-20,Uso de celular al conducir,628
GNF-9372,2022-12-08,No usar cinturón de seguridad,581
GNF-9372,2019-05-08,Uso de celular al conducir,583
UBQ-5393,2022-06-22,Revisión técnica vencida,886
UBQ-5393,2018-01-26,No portar licencia,862
ZAD-7051,2022-09-18,Circular con luces apagadas,914
PNI-1844,2023-02-10,Vehículo sin placas visibles,916
PNI-1844,2022-06-20,Vehículo sin placas visibles,284
PNI-1844,2024-12-30,Exceso de velocidad,126
PNI-1844,2024-07-08,No respetar semáforo,166
PNI-1844,2018-01-07,Falta de seguro obligatorio,909
QWI-1218,2024-12-11,Uso de celular al conducir,324
QWI-1218,2016-05-27,Revisión técnica vencida,228
QWI-1218,2017-05-14,No respetar semáforo,473
QWI-1218,2018-07-27,Exceso de velocidad,297
QWI-1218,2015-03-19,Circular con luces apagadas,447
HOD-8211,2024-07-17,Estacionamiento indebido,103
HOD-8211,2019-03-18,No usar cinturón de seguridad,653
HOD-8211,2019-03-07,Vehículo sin placas visibles,768
JUY-3115,2022-03-27,Vehículo sin placas visibles,546
SGJ-2638,2016-03-17,No usar cinturón de seguridad,662
SGJ-2638,2016-10-13,Circular con luces apagadas,573
SGJ-2638,2023-05-27,Vehículo sin placas visibles,644
CVP-2294,2019-09-19,Exceso de velocidad,363
JMI-0497,2018-01-01,No portar licencia,915
JMI-0497,2019-04-10,No respetar semáforo,424
UET-0122,2022-10-03,No respetar semáforo,858
UET-0122,2021-10-20,No portar licencia,915
UET-0122,2016-12-28,Exceso de velocidad,715
UET-0122,2023-11-30,Falta de seguro obligatorio,264
TAP-2137,2015-10-17,Exceso de velocidad,698
TAP-2137,2016-04-14,Estacionamiento indebido,961
TAP-2137,2022-03-22,Revisión técnica vencida,624
TAP-2137,2020-05-25,Revisión técnica vencida,189
OZI-5617,2020-11-06,Vehículo sin placas visibles,744
OZI-5617,2024-02-03,Estacionamiento indebido,604
MID-1525,2022-08-02,No usar cinturón de seguridad,254
MID-1525,2023-03-11,No respetar semáforo,200
MID-1525,2020-01-10,Uso de celular al conducir,449
OMH-1685,2015-12-17,No portar licencia,132
OMH-1685,2019-11-19,Uso de celular al conducir,421
HOB-5920,2021-08-11,Revisión técnica vencida,582
HOB-5920,2021-06-05,Uso de celular al conducir,510
HOB-5920,2015-04-26,Vehículo sin placas visibles,543
HOB-5920,2018-03-12,No usar cinturón de seguridad,912
HOB-5920,2017-12-02,No respetar semáforo,965
KUJ-3685,2024-02-27,No portar licencia,387
EWJ-7306,2018-09-13,Exceso de velocidad,645
EWJ-7306,2021-11-26,Revisión técnica vencida,377
QWO-0758,2021-06-18,No respetar semáforo,473
QWO-0758,2019-08-26,No portar licencia,711
QWO-0758,2021-12-13,Exceso de velocidad,643
QWO-0758,2024-11-04,No portar licencia,533
QWO-0758,2019-06-24,No respetar semáforo,408
MIS-9457,2016-08-19,Uso de celular al conducir,325
BBR-2031,2015-05-01,Vehículo sin placas visibles,460
BBR-2031,2018-01-09,Falta de seguro obligatorio,189
JER-7883,2023-04-08,Revisión técnica vencida,713
JER-7883,2024-05-04,No respetar semáforo,828
JER-7883,2022-02-15,Uso de celular al conducir,785
JER-7883,2024-01-11,No usar cinturón de seguridad,452
JER-7883,2020-10-20,Falta de seguro obligatorio,420
ADB-1824,2023-03-24,Circular con luces apagadas,359
ADB-1824,2017-06-27,Circular con luces apagadas,184
HET-3394,2023-08-14,No portar licencia,291
HET-3394,2022-05-25,Exceso de velocidad,304
HET-3394,2018-10-15,No portar licencia,310
HET-3394,2018-03-15,Exceso de velocidad,594
HET-3394,2022-09-10,Revisión técnica vencida,248
UQV-1542,2016-10-08,Exceso de velocidad,151
UQV-1542,2015-09-27,No portar licencia,981
UQV-1542,2021-07-16,Revisión técnica vencida,578
UQV-1542,2023-07-22,No respetar semáforo,695
OLS-8461,2021-11-13,Estacionamiento indebido,795
OLS-8461,2022-09-07,No respetar semáforo,677
OLS-8461,2023-10-18,Vehículo sin placas visibles,578
OLS-8461,2017-12-20,No portar licencia,127
FJW-9945,2024-02-15,Uso de celular al conducir,904
RXW-3513,2016-12-04,No respetar semáforo,325
ZRO-2984,2023-12-22,Estacionamiento indebido,880
ZRO-2984,2018-06-15,Exceso de velocidad,223
BCV-9458,2022-03-22,Falta de seguro obligatorio,806
BCV-9458,2017-09-21,Circular con luces apagadas,239
BCV-9458,2017-06-28,Falta de seguro obligatorio,124
BCV-9458,2024-08-27,Estacionamiento indebido,427
BCV-9458,2016-07-28,No usar cinturón de seguridad,581
PRF-5836,2017-10-21,Uso de celular al conducir,195
SGW-7877,2017-07-05,Exceso de velocidad,723
SGW-7877,2018-09-07,Vehículo sin placas visibles,173
SGW-7877,2015-05-08,Exceso de velocidad,356
SGW-7877,2024-04-30,Uso de celular al conducir,442
ENK-4077,2024-10-06,Uso de celular al conducir,856
ENK-4077,2023-01-03,Uso de celular al conducir,301
ENK-4077,2024-04-13,Revisión técnica vencida,167
ENK-4077,2016-05-25,Circular con luces apagadas,465
ENK-4077,2016-10-16,Uso de celular al conducir,684
JCQ-8333,2021-06-16,Exceso de velocidad,512
JCQ-8333,2019-09-19,No respetar semáforo,704
JCQ-8333,2016-06-20,Circular con luces apagadas,126
JCQ-8333,2018-04-01,Estacionamiento indebido,404
JCQ-8333,2021-09-11,Circular con luces apagadas,453
PKY-4765,2024-07-08,Uso de celular al conducir,101
PKY-4765,2021-11-08,Uso de celular al conducir,777
PKY-4765,2021-07-28,Falta de seguro obligatorio,842
PKY-4765,2017-06-21,Estacionamiento indebido,210
KMB-9134,2019-11-04,No usar cinturón de seguridad,435
KMB-9134,2015-09-20,Circular con luces apagadas,122
RXD-1445,2017-12-02,No usar cinturón de seguridad,239
RXD-1445,2019-04-05,Exceso de velocidad,529
RXD-1445,2020-03-18,Circular con luces apagadas,916
RXD-1445,2017-12-09,Uso de celular al conducir,285
KQC-4626,2023-07-06,Revisión técnica vencida,572
AAR-9945,2015-02-17,Exceso de velocidad,108
AAR-9945,2022-01-30,Circular con luces apagadas,376
AAR-9945,2023-09-28,Circular con luces apagadas,871
HOA-7707,2015-01-30,Exceso de velocidad,475
HOA-7707,2015-01-16,Circular con luces apagadas,193
HOA-7707,2019-10-30,Exceso de velocidad,859
PIP-5734,2019-01-27,No portar licencia,303
PIP-5734,2023-04-01,Uso de celular al conducir,262
PIP-5734,2018-10-09,No respetar semáforo,199
RMG-5019,2017-06-29,No usar cinturón de seguridad,462
ZAE-5713,2021-01-03,No usar cinturón de seguridad,995
ZAE-5713,2016-11-18,Estacionamiento indebido,334
ZAE-5713,2016-04-21,Falta de seguro obligatorio,739
TSJ-8907,2021-01-14,Revisión técnica vencida,145
TSJ-8907,2019-08-07,Circular con luces apagadas,682
TSJ-8907,2022-10-22,Falta de seguro obligatorio,885
TSJ-8907,2020-04-05,Circular con luces apagadas,485
XKB-6078,2016-04-11,Uso de celular al conducir,441
XKB-6078,2022-07-22,No usar cinturón de seguridad,607
XKB-6078,2022-10-21,Vehículo sin placas visibles,177
XKB-6078,2022-10-09,No portar licencia,283
NEK-6849,2023-04-08,Uso de celular al conducir,566
QFN-7967,2016-03-17,Circular con luces apagadas,469
ILD-7422,2024-04-14,Falta de seguro obligatorio,957
QUA-3113,2022-02-19,Falta de seguro obligatorio,527
QUA-3113,2024-02-06,Exceso de velocidad,420
QUA-3113,2023-12-07,No portar licencia,313
UIS-5981,2017-12-08,Exceso de velocidad,816
SSZ-4092,2020-12-08,Circular con luces apagadas,426
FPW-3765,2017-05-19,No respetar semáforo,435
FPW-3765,2021-02-02,No usar cinturón de seguridad,858
FPW-3765,2019-10-30,Estacionamiento indebido,730
FPW-3765,2016-01-11,Circular con luces apagadas,789
FFM-9893,2021-07-26,No respetar semáforo,752
FFM-9893,2017-04-29,Vehículo sin placas visibles,289
FFM-9893,2016-11-15,No portar licencia,746
FFM-9893,2018-07-03,No respetar semáforo,128
FFM-9893,2022-08-19,Falta de seguro obligatorio,140
BVX-3209,2022-09-12,Vehículo sin placas visibles,138
BYU-6132,2017-03-17,Circular con luces apagadas,511
BYU-6132,2015-12-09,Uso de celular al conducir,196
BYU-6132,2017-01-10,No usar cinturón de seguridad,978
BYU-6132,2022-06-12,No respetar semáforo,900
HAL-4596,2020-11-28,Exceso de velocidad,274
RVT-0035,2023-05-01,Exceso de velocidad,435
RVT-0035,2018-07-24,No portar licencia,812
RVT-0035,2023-01-20,Estacionamiento indebido,859
RVT-0035,2022-11-08,Estacionamiento indebido,926
ZMP-3114,2016-11-03,No usar cinturón de seguridad,141
ZMP-3114,2022-11-22,Falta de seguro obligatorio,317
OEY-8573,2015-08-25,Falta de seguro obligatorio,671
OYD-1176,2017-01-24,No portar licencia,470
OYD-1176,2019-09-19,Exceso de velocidad,993
OYD-1176,2019-12-06,Vehículo sin placas visibles,236
ESS-7127,2015-09-20,Falta de seguro obligatorio,746
ESS-7127,2020-09-12,Estacionamiento indebido,580
ESS-7127,2016-10-29,Revisión técnica vencida,662
ESS-7127,2019-10-28,Exceso de velocidad,813
HUN-3128,2024-08-16,No respetar semáforo,270
HUN-3128,2019-12-22,Estacionamiento indebido,799
HUN-3128,2024-10-15,Estacionamiento indebido,673
HUN-3128,2020-06-30,Uso de celular al conducir,123
MTE-5111,2019-11-08,No respetar semáforo,648
MTE-5111,2016-12-15,No usar cinturón de seguridad,947
MTE-5111,2019-06-15,Estacionamiento indebido,262
MTE-5111,2018-12-09,No usar cinturón de seguridad,868
BDG-8480,2022-01-29,No usar cinturón de seguridad,854
BDG-8480,2024-07-18,No portar licencia,391
BDG-8480,2020-11-26,Uso de celular al conducir,905
BDG-8480,2017-09-01,Circular con luces apagadas,396
BZS-5478,2019-05-24,Exceso de velocidad,801
BZS-5478,2017-06-11,Vehículo sin placas visibles,637
BZS-5478,2015-10-27,No portar licencia,546
LKC-4970,2016-04-03,Uso de celular al conducir,119
LKC-4970,2018-03-07,Circular con luces apagadas,358
LKC-4970,2018-06-05,No respetar semáforo,875
NHO-2352,2022-09-05,Exceso de velocidad,429
NHO-2352,2024-10-14,Uso de celular al conducir,254
NHO-2352,2023-07-29,No respetar semáforo,512
PYX-9890,2019-02-25,Uso de celular al conducir,899
PYX-9890,2015-09-20,No portar licencia,442
LQS-3180,2017-08-27,Revisión técnica vencida,164
LQS-3180,2019-06-15,Estacionamiento indebido,189
LQS-3180,2023-10-16,Uso de celular al conducir,916
NML-7868,2021-03-12,Vehículo sin placas visibles,621
LQR-4170,2024-12-24,Estacionamiento indebido,515
LQR-4170,2022-06-04,Exceso de velocidad,350
LQR-4170,2024-09-16,No portar licencia,150
LQR-4170,2015-12-14,No respetar semáforo,835
LQR-4170,2017-07-01,Estacionamiento indebido,642
PLD-9488,2021-10-14,Revisión técnica vencida,295
PLD-9488,2018-08-11,Uso de celular al conducir,574
PLD-9488,2024-07-11,Revisión técnica vencida,258
PLD-9488,2022-12-20,Circular con luces apagadas,734
CSW-2114,2016-04-30,Revisión técnica vencida,663
IOA-2891,2015-07-30,No portar licencia,256
IOA-2891,2020-11-01,Falta de seguro obligatorio,272
IOA-2891,2020-01-03,Estacionamiento indebido,734
IOA-2891,2023-05-21,Revisión técnica vencida,774
IOA-2891,2023-08-18,Vehículo sin placas visibles,365
ZHQ-4592,2015-06-24,Exceso de velocidad,542
ZHQ-4592,2017-05-10,No portar licencia,667
ZHQ-4592,2021-11-18,Exceso de velocidad,319
ZHQ-4592,2022-03-22,Uso de celular al conducir,702
ZHQ-4592,2022-05-13,No usar cinturón de seguridad,993
NJG-0312,2024-11-05,No respetar semáforo,741
NJG-0312,2023-09-15,Uso de celular al conducir,365
NJG-0312,2016-09-15,Circular con luces apagadas,971
DAW-9038,2019-05-11,Exceso de velocidad,284
IHY-3387,2017-03-12,Falta de seguro obligatorio,210
IHY-3387,2019-09-18,Estacionamiento indebido,689
IHY-3387,2015-05-05,No respetar semáforo,504
EXP-3980,2018-06-16,Circular con luces apagadas,281
EXP-3980,2020-04-08,Exceso de velocidad,230
WGP-5622,2021-02-17,Vehículo sin placas visibles,412
WGP-5622,2017-05-19,No portar licencia,249
WGP-5622,2020-12-13,Falta de seguro obligatorio,869
WGP-5622,2017-07-01,Circular con luces apagadas,770
WGP-5622,2017-03-11,Revisión técnica vencida,722
YED-2123,2022-03-25,No usar cinturón de seguridad,217
YED-2123,2016-02-19,Estacionamiento indebido,592
YED-2123,2020-12-13,Vehículo sin placas visibles,353
RFT-5466,2017-11-02,No usar cinturón de seguridad,544
RFT-5466,2023-08-13,No respetar semáforo,152
RFT-5466,2019-10-19,Estacionamiento indebido,735
RFT-5466,2019-07-17,Exceso de velocidad,127
RFT-5466,2015-02-13,Revisión técnica vencida,581
DNL-5276,2024-10-26,Falta de seguro obligatorio,398
DNL-5276,2018-04-13,Exceso de velocidad,117
DNL-5276,2023-08-22,Revisión técnica vencida,899
DNL-5276,2020-09-16,Vehículo sin placas visibles,887
FFS-8110,2022-09-03,Circular con luces apagadas,702
FFS-8110,2021-05-06,Uso de celular al conducir,675
FFS-8110,2019-01-19,Revisión técnica vencida,696
FFS-8110,2018-02-06,Estacionamiento indebido,788
FFS-8110,2024-06-27,No usar cinturón de seguridad,615
CFW-2158,2016-12-15,Vehículo sin placas visibles,129
CFW-2158,2018-02-25,Falta de seguro obligatorio,266
YUH-0521,2015-02-16,No portar licencia,398
YUH-0521,2016-02-22,Uso de celular al conducir,539
YUH-0521,2020-01-26,No respetar semáforo,411
YUH-0521,2018-06-26,No portar licencia,817
MKJ-0049,2018-08-08,Falta de seguro obligatorio,892
MKJ-0049,2015-06-10,Revisión técnica vencida,415
MKJ-0049,2024-05-19,Uso de celular al conducir,602
MKJ-0049,2021-07-16,Revisión técnica vencida,821
VXB-9776,2016-04-03,Estacionamiento indebido,236
SFV-8301,2020-10-23,Falta de seguro obligatorio,274
SFV-8301,2024-06-28,No respetar semáforo,167
JHW-0506,2015-03-12,Exceso de velocidad,685
MKP-3884,2015-03-30,Circular con luces apagadas,931
NMX-7406,2016-12-09,No usar cinturón de seguridad,367
NMX-7406,2024-02-15,Circular con luces apagadas,729
NMX-7406,2016-11-17,Vehículo sin placas visibles,287
NMX-7406,2021-02-04,Uso de celular al conducir,945
NMX-7406,2023-08-02,No portar licencia,244
AWV-5123,2018-05-12,Estacionamiento indebido,363
ETY-9449,2024-02-12,Falta de seguro obligatorio,162
ETY-9449,2021-03-02,No respetar semáforo,583
ETY-9449,2015-02-16,No usar cinturón de seguridad,987
ETY-9449,2015-12-27,Uso de celular al conducir,640
CFC-8297,2016-06-15,Revisión técnica vencida,117
CFC-8297,2024-02-18,No respetar semáforo,458
MGH-3770,2015-12-26,Falta de seguro obligatorio,249
MGH-3770,2019-04-01,No portar licencia,310
MGH-3770,2020-11-17,Revisión técnica vencida,277
EFN-4290,2016-06-05,Vehículo sin placas visibles,698
EFN-4290,2016-06-27,No portar licencia,923
EFN-4290,2019-05-02,No usar cinturón de seguridad,808
EFN-4290,2021-04-26,No respetar semáforo,836
BNV-2245,2017-11-20,Exceso de velocidad,656
BNV-2245,2024-11-15,Estacionamiento indebido,233
BNV-2245,2024-11-27,Revisión técnica vencida,633
BNV-2245,2022-08-24,Vehículo sin placas visibles,546
ZZT-3002,2023-02-04,No portar licencia,734
ZZT-3002,2015-02-01,Exceso de velocidad,746
CKL-6652,2024-08-12,Estacionamiento indebido,344
CKL-6652,2019-12-22,Vehículo sin placas visibles,327
CKL-6652,2023-03-18,Revisión técnica vencida,435
CKL-6652,2017-07-31,No portar licencia,621
CKL-6652,2018-06-20,Uso de celular al conducir,663
ZMK-2265,2017-05-04,Estacionamiento indebido,759
UEI-3029,2022-12-31,No respetar semáforo,382
UEI-3029,2022-05-03,Falta de seguro obligatorio,864
UEI-3029,2024-11-30,Exceso de velocidad,101
UEI-3029,2021-08-20,Uso de celular al conducir,606
UEI-3029,2023-03-27,Falta de seguro obligatorio,797
FXD-7505,2017-08-19,Revisión técnica vencida,678
FXD-7505,2021-08-11,Exceso de velocidad,871
FXD-7505,2024-06-17,Revisión técnica vencida,863
SKO-3273,2023-05-07,Falta de seguro obligatorio,253
SKO-3273,2024-09-25,No portar licencia,162
PSK-3541,2024-11-22,Estacionamiento indebido,498
PSK-3541,2017-12-16,No respetar semáforo,198
PAG-9052,2021-10-27,Circular con luces apagadas,446
TYI-2910,2023-10-16,Revisión técnica vencida,343
TYI-2910,2024-02-01,No portar licencia,296
TYI-2910,2018-10-01,Estacionamiento indebido,554
TYI-2910,2019-08-03,Estacionamiento indebido,157
TYI-2910,2016-01-08,No usar cinturón de seguridad,823
BOX-0852,2017-04-22,No respetar semáforo,307
FAU-6957,2020-10-21,Vehículo sin placas visibles,477
FAU-6957,2021-07-31,Uso de celular al conducir,688
PUN-6322,2023-02-07,Exceso de velocidad,138
PUN-6322,2023-01-25,Falta de seguro obligatorio,110
TUQ-6468,2019-06-15,Vehículo sin placas visibles,649
TUQ-6468,2017-03-08,No respetar semáforo,464
TUQ-6468,2016-07-14,No portar licencia,191
TUQ-6468,2021-09-04,No usar cinturón de seguridad,330
TUQ-6468,2022-02-15,Uso de celular al conducir,887
TRY-9496,2020-06-09,Circular con luces apagadas,984
TRY-9496,2018-03-12,Uso de celular al conducir,280
TRY-9496,2015-03-30,Uso de celular al conducir,853
TXT-1835,2018-07-01,Circular con luces apagadas,273
TXT-1835,2016-03-14,Circular con luces apagadas,361
TXT-1835,2018-01-26,Uso de celular al conducir,457
TXT-1835,2018-04-22,Estacionamiento indebido,679
FTH-8194,2016-01-27,No respetar semáforo,668
JXF-3211,2023-05-25,Exceso de velocidad,492
JXF-3211,2020-06-28,No respetar semáforo,679
JXF-3211,2022-11-21,Vehículo sin placas visibles,653
JYB-8837,2017-10-14,Circular con luces apagadas,972
JYB-8837,2022-11-24,No respetar semáforo,920
JYB-8837,2020-12-13,Vehículo sin placas visibles,236
JYB-8837,2021-05-20,No usar cinturón de seguridad,495
JYB-8837,2020-03-22,No respetar semáforo,340
QYY-5631,2020-06-09,No portar licencia,699
QYY-5631,2021-10-19,No respetar semáforo,334
OXZ-7785,2022-08-24,Estacionamiento indebido,315
OXZ-7785,2015-04-03,Vehículo sin placas visibles,179
OXZ-7785,2019-09-23,Falta de seguro obligatorio,954
OXZ-7785,2024-01-22,Estacionamiento indebido,676
IQT-0499,2017-09-10,Falta de seguro obligatorio,519
IQT-0499,2019-08-02,Uso de celular al conducir,739
JZX-1591,2018-10-01,Falta de seguro obligatorio,120
JZX-1591,2024-06-28,No portar licencia,800
RKL-0486,2018-05-28,Revisión técnica vencida,789
VJY-0386,2021-04-17,No respetar semáforo,967
VJY-0386,2018-02-09,No respetar semáforo,234
VJY-0386,2020-03-15,Vehículo sin placas visibles,728
VJY-0386,2019-11-17,Exceso de velocidad,230
NCE-0787,2016-01-18,No portar licencia,940
DMY-8523,2018-05-11,Revisión técnica vencida,329
VDW-7082,2023-07-05,Uso de celular al conducir,928
VDW-7082,2022-06-10,Vehículo sin placas visibles,635
NLG-2464,2017-01-18,Uso de celular al conducir,663
VWT-8847,2023-08-03,Vehículo sin placas visibles,619
VWT-8847,2023-08-20,Revisión técnica vencida,794
VWT-8847,2018-12-10,Circular con luces apagadas,562
ETK-2368,2023-08-17,No respetar semáforo,115
ETK-2368,2017-04-24,No portar licencia,847
UDQ-8117,2023-07-30,Falta de seguro obligatorio,239
UDQ-8117,2024-11-16,Estacionamiento indebido,199
UDQ-8117,2020-07-06,Revisión técnica vencida,860
CAD-5582,2022-07-03,Uso de celular al conducir,973
CAD-5582,2021-06-13,Exceso de velocidad,874
CAD-5582,2016-08-09,Falta de seguro obligatorio,194
CAD-5582,2022-08-28,Exceso de velocidad,345
CAD-5582,2022-11-14,Revisión técnica vencida,930
PFH-5691,2015-01-10,No portar licencia,572
PFH-5691,2021-12-22,No usar cinturón de seguridad,764
PFH-5691,2017-09-19,No respetar semáforo,243
BZS-0311,2018-03-23,Uso de celular al conducir,280
BZS-0311,2019-10-21,Uso de celular al conducir,909
BZS-0311,2019-10-04,No usar cinturón de seguridad,361
JYU-6978,2017-07-31,Exceso de velocidad,567
JYU-6978,2024-08-02,Vehículo sin placas visibles,440
AKP-9932,2019-06-25,No usar cinturón de seguridad,885
AKP-9932,2021-02-03,Falta de seguro obligatorio,607
QWS-4474,2019-07-02,Revisión técnica vencida,803
QWS-4474,2015-06-16,Revisión técnica vencida,677
QWS-4474,2024-02-09,Falta de seguro obligatorio,484
QWS-4474,2021-10-30,Estacionamiento indebido,839
QWS-4474,2024-10-07,Estacionamiento indebido,564
QDL-2963,2016-05-11,No respetar semáforo,387
WPA-1538,2022-03-12,Estacionamiento indebido,416
WPA-1538,2023-09-10,Uso de celular al conducir,475
WPA-1538,2022-02-10,No portar licencia,338
WPA-1538,2023-12-14,Uso de celular al conducir,649
HEL-1657,2024-11-04,Revisión técnica vencida,990
DVT-4969,2024-09-28,Vehículo sin placas visibles,334
DVT-4969,2024-12-22,Uso de celular al conducir,241
XIQ-0177,2021-01-07,Circular con luces apagadas,860
XIQ-0177,2024-04-03,Circular con luces apagadas,672
XIQ-0177,2016-05-20,Uso de celular al conducir,596
XIQ-0177,2017-07-31,Uso de celular al conducir,488
XIQ-0177,2024-04-19,Revisión técnica vencida,447
