Placa,Fecha,Descripcion,Monto
FJJ-5980,2023-02-22,Estacionamiento indebido,369
FJJ-5980,2016-10-04,Estacionamiento indebido,630
RWX-6537,2020-05-16,Estacionamiento indebido,858
RFY-6115,2022-09-07,Estacionamiento indebido,445
KFX-2523,2016-07-08,Uso de celular al conducir,953
ZHS-9373,2017-09-02,Estacionamiento indebido,409
ZHS-9373,2023-03-28,Exceso de velocidad,966
ZHS-9373,2023-08-28,No usar cinturón de seguridad,293
QDJ-4639,2018-07-13,Revisión técnica vencida,642
QDJ-4639,2018-02-21,No respetar semáforo,741
TFS-5927,2016-06-08,Falta de seguro obligatorio,168
TFS-5927,2022-02-28,No portar licencia,377
CWZ-8885,2020-10-15,Estacionamiento indebido,999
CWZ-8885,2019-10-30,Exceso de velocidad,965
CWZ-8885,2024-01-05,Circular con luces apagadas,686
FCF-8745,2023-04-08,Revisión técnica vencida,632
MKC-9211,2016-09-22,Exceso de velocidad,837
MKC-9211,2015-12-02,Vehículo sin placas visibles,752
MKC-9211,2021-03-14,Vehículo sin placas visibles,123
MKC-9211,2019-07-14,Falta de seguro obligatorio,849
CVF-4074,2018-10-23,No usar cinturón de seguridad,271
CVF-4074,2020-04-08,Revisión técnica vencida,151
CVF-4074,2018-05-02,Exceso de velocidad,612
CVF-4074,2022-05-04,No portar licencia,498
CVF-4074,2016-01-08,Revisión técnica vencida,767
NIH-3269,2020-09-03,Exceso de velocidad,182
NIH-3269,2024-05-14,Uso de celular al conducir,510
NIH-3269,2024-11-27,Vehículo sin placas visibles,375
NIH-3269,2018-08-23,Circular con luces apagadas,940
HHK-7585,2022-03-18,No portar licencia,551
HHK-7585,2022-11-14,Exceso de velocidad,437
HHK-7585,2020-08-21,No portar licencia,214
HHK-7585,2018-02-20,Estacionamiento indebido,557
HHK-7585,2019-04-14,Exceso de velocidad,540
LBK-7607,2018-01-03,No portar licencia,538
LBK-7607,2016-01-31,Vehículo sin placas visibles,809
HOI-3925,2020-09-30,Falta de seguro obligatorio,179
HOI-3925,2020-06-05,No usar cinturón de seguridad,954
TID-1690,2020-11-11,Revisión técnica vencida,342
TID-1690,2022-04-25,Circular con luces apagadas,688
TID-1690,2021-07-22,No respetar semáforo,872
TID-1690,2017-11-09,Estacionamiento indebido,610
OBN-4081,2017-09-16,Revisión técnica vencida,505
OBN-4081,2021-09-22,Estacionamiento indebido,570
OBN-4081,2017-08-09,No portar licencia,125
OBN-4081,2024-12-30,Falta de seguro obligatorio,362
OBN-4081,2016-09-12,No portar licencia,383
BTI-5127,2021-04-14,Revisión técnica vencida,158
BTI-5127,2016-12-14,No usar cinturón de seguridad,307
BTI-5127,2020-07-15,No usar cinturón de seguridad,483
NKW-5037,2018-08-14,Revisión técnica vencida,173
NKW-5037,2018-05-28,Estacionamiento indebido,978
NKW-5037,2016-11-23,No portar licencia,256
NKW-5037,2019-02-06,Falta de seguro obligatorio,173
NKW-5037,2019-05-10,Falta de seguro obligatorio,665
QUE-8026,2017-05-10,No usar cinturón de seguridad,191
OPD-1248,2022-02-20,Revisión técnica vencida,680
OPD-1248,2020-08-08,Uso de celular al conducir,493
QBI-2727,2022-11-17,Exceso de velocidad,811
QBI-2727,2023-03-21,Circular con luces apagadas,628
QBI-2727,2024-11-13,Exceso de velocidad,297
QBI-2727,2024-10-20,Estacionamiento indebido,917
USH-8127,2016-08-20,Uso de celular al conducir,996
EVX-0028,2023-03-12,No respetar semáforo,610
EVX-0028,2018-09-01,Revisión técnica vencida,183
WXO-1169,2023-10-27,Exceso de velocidad,853
WXO-1169,2017-08-12,No respetar semáforo,491
WXO-1169,2020-12-11,No usar cinturón de seguridad,147
LXF-2652,2016-05-12,No portar licencia,735
WMR-1568,2024-06-09,No usar cinturón de seguridad,147
WMR-1568,2024-10-15,Falta de seguro obligatorio,548
WMR-1568,2024-10-31,Estacionamiento indebido,233
WMR-1568,2024-01-05,Revisión técnica vencida,411
WMR-1568,2023-11-29,Estacionamiento indebido,560
IVS-9344,2017-04-10,Revisión técnica vencida,196
IHD-8535,2021-11-25,No portar licencia,694
IHD-8535,2015-04-07,Exceso de velocidad,813
ACR-4163,2018-07-27,Revisión técnica vencida,919
ACR-4163,2018-01-12,Circular con luces apagadas,536
ACR-4163,2016-01-26,Vehículo sin placas visibles,396
JVT-5652,2016-10-10,Vehículo sin placas visibles,536
JVT-5652,2022-04-06,Uso de celular al conducir,964
JVT-5652,2019-09-06,Uso de celular al conducir,363
JVT-5652,2023-12-28,No usar cinturón de seguridad,525
IOD-8080,2019-06-11,Revisión técnica vencida,192
IOD-8080,2021-01-21,Vehículo sin placas visibles,549
IOD-8080,2015-10-28,Uso de celular al conducir,968
GYH-2876,2017-07-02,No usar cinturón de seguridad,390
GYH-2876,2017-08-03,No usar cinturón de seguridad,756
GYH-2876,2020-02-09,Revisión técnica vencida,866
DDF-4305,2015-10-21,Exceso de velocidad,548
DDF-4305,2021-05-15,Vehículo sin placas visibles,725
WUK-0046,2024-10-23,Revisión técnica vencida,520
EXU-1765,2015-01-30,Circular con luces apagadas,901
EXU-1765,2024-08-18,Exceso de velocidad,371
EXU-1765,2017-09-14,No respetar semáforo,650
EXU-1765,2015-09-04,Estacionamiento indebido,730
FTT-0540,2023-08-26,Circular con luces apagadas,141
CUT-8781,2016-04-18,Exceso de velocidad,880
CUT-8781,2015-06-21,No respetar semáforo,821
CUT-8781,2024-04-19,Revisión técnica vencida,162
LUY-2762,2017-02-25,Falta de seguro obligatorio,896
LUY-2762,2018-02-12,Vehículo sin placas visibles,412
XYK-0503,2017-02-18,No usar cinturón de seguridad,758
GRJ-9865,2024-03-21,Vehículo sin placas visibles,300
GRJ-9865,2022-04-19,Uso de celular al conducir,540
GRJ-9865,2018-02-06,No respetar semáforo,733
GRJ-9865,2021-05-15,Circular con luces apagadas,280
WRY-2727,2023-03-06,No usar cinturón de seguridad,339
WRY-2727,2021-11-19,No portar licencia,667
WRY-2727,2017-05-26,Falta de seguro obligatorio,301
WRY-2727,2024-09-05,Revisión técnica vencida,488
WRY-2727,2018-12-17,Revisión técnica vencida,902
LBY-8714,2024-01-30,Falta de seguro obligatorio,319
LBY-8714,2021-10-14,Falta de seguro obligatorio,398
LBY-8714,2022-01-18,Exceso de velocidad,476
LBY-8714,2019-08-05,No usar cinturón de seguridad,949
LFD-6279,2015-06-16,No portar licencia,686
LFD-6279,2017-03-02,No respetar semáforo,610
IWG-5268,2016-12-26,Falta de seguro obligatorio,764
ISY-2565,2018-10-05,No respetar semáforo,500
ISY-2565,2016-04-06,No usar cinturón de seguridad,870
PXD-9628,2015-06-29,Exceso de velocidad,440
PXD-9628,2015-05-28,Estacionamiento indebido,756
JIZ-1677,2024-01-11,No usar cinturón de seguridad,431
JIZ-1677,2024-08-13,Exceso de velocidad,331
JIZ-1677,2023-01-27,Circular con luces apagadas,781
HFM-0972,2018-09-09,Falta de seguro obligatorio,817
HFM-0972,2020-08-26,No portar licencia,453
HFM-0972,2022-07-23,No usar cinturón de seguridad,905
HFM-0972,2016-04-30,No usar cinturón de seguridad,659
YPE-7388,2019-11-27,Estacionamiento indebido,115
YPE-7388,2019-10-03,Exceso de velocidad,919
YPE-7388,2022-08-27,Uso de celular al conducir,291
YPE-7388,2022-07-27,Uso de celular al conducir,893
YPE-7388,2018-10-13,No usar cinturón de seguridad,832
SLA-7420,2022-05-25,No respetar semáforo,187
NNR-3313,2020-08-13,No portar licencia,753
NNR-3313,2023-12-18,No usar cinturón de seguridad,758
NNR-3313,2021-01-07,Exceso de velocidad,953
NNR-3313,2017-12-08,Uso de celular al conducir,103
WTL-7280,2017-01-23,No respetar semáforo,438
WTL-7280,2015-05-11,No respetar semáforo,409
WTL-7280,2024-04-15,Uso de celular al conducir,836
TTK-9984,2017-07-07,Falta de seguro obligatorio,647
TTK-9984,2022-01-17,Estacionamiento indebido,115
TLI-2340,2021-07-21,Vehículo sin placas visibles,609
TLI-2340,2022-04-05,Vehículo sin placas visibles,129
XTS-6111,2016-10-10,No usar cinturón de seguridad,422
XTS-6111,2020-10-02,Vehículo sin placas visibles,286
XTS-6111,2019-10-09,No respetar semáforo,627
XTS-6111,2017-04-25,Exceso de velocidad,984
XTS-6111,2016-09-01,Vehículo sin placas visibles,108
NGG-6139,2016-06-18,No usar cinturón de seguridad,772
NGG-6139,2016-06-02,Estacionamiento indebido,386
NGG-6139,2019-06-27,No usar cinturón de seguridad,971
SRY-9857,2022-01-22,No portar licencia,210
SRY-9857,2024-11-19,No usar cinturón de seguridad,156
ZKR-2934,2018-06-17,Uso de celular al conducir,144
ZKR-2934,2016-10-12,Vehículo sin placas visibles,873
ZKR-2934,2023-07-27,Circular con luces apagadas,837
ZKR-2934,2018-11-29,No usar cinturón de seguridad,808
ZKR-2934,2021-12-23,Uso de celular al conducir,611
OBE-9750,2024-11-04,Exceso de velocidad,398
OBE-9750,2022-08-14,Exceso de velocidad,749
OBE-9750,2022-03-16,Circular con luces apagadas,907
OBE-9750,2021-04-25,Exceso de velocidad,651
IFH-1975,2019-03-11,No usar cinturón de seguridad,650
IFH-1975,2019-08-01,No portar licencia,172
IFH-1975,2015-02-22,Uso de celular al conducir,196
MKX-4206,2024-02-27,Estacionamiento indebido,436
BBR-9876,2018-04-03,No portar licencia,342
BBR-9876,2022-03-11,Uso de celular al conducir,882
BBR-9876,2023-07-28,Circular con luces apagadas,158
BBR-9876,2023-04-26,Falta de seguro obligatorio,258
BBR-9876,2017-03-31,Circular con luces apagadas,558
JCF-4504,2017-01-13,Falta de seguro obligatorio,291
JCF-4504,2020-08-07,Revisión técnica vencida,131
JCF-4504,2018-10-06,Vehículo sin placas visibles,398
JCF-4504,2020-06-01,Revisión técnica vencida,423
JCF-4504,2021-05-08,Circular con luces apagadas,316
QFM-7686,2016-06-12,Revisión técnica vencida,399
JLY-3066,2018-03-21,Revisión técnica vencida,275
JLY-3066,2018-11-22,Circular con luces apagadas,256
JLY-3066,2020-08-26,No respetar semáforo,218
JLY-3066,2019-05-06,Revisión técnica vencida,276
JLY-3066,2023-04-29,No respetar semáforo,372
UID-6541,2017-09-15,No usar cinturón de seguridad,586
UID-6541,2024-07-08,Falta de seguro obligatorio,445
UID-6541,2024-11-20,Revisión técnica vencida,673
UID-6541,2023-10-04,No portar licencia,289
UID-6541,2015-11-13,Vehículo sin placas visibles,482
OHL-5468,2020-05-20,Estacionamiento indebido,673
KQK-7621,2019-12-23,No respetar semáforo,876
KQK-7621,2022-11-19,No portar licencia,741
KQK-7621,2023-03-14,Vehículo sin placas visibles,261
KQK-7621,2020-05-10,No portar licencia,475
EBP-6812,2022-08-05,Vehículo sin placas visibles,601
EBP-6812,2021-04-24,Vehículo sin placas visibles,884
ZSK-7523,2019-08-07,Falta de seguro obligatorio,103
ZSK-7523,2019-04-23,No portar licencia,121
ZSK-7523,2015-05-20,Uso de celular al conducir,951
ZSK-7523,2020-04-30,Exceso de velocidad,925
ZSK-7523,2020-07-16,Circular con luces apagadas,398
HAK-2355,2019-09-01,No respetar semáforo,851
HAK-2355,2023-05-17,Revisión técnica vencida,701
HAK-2355,2020-11-27,Falta de seguro obligatorio,114
HAK-2355,2024-11-29,Falta de seguro obligatorio,234
ESE-1375,2019-03-01,Uso de celular al conducir,421
ESE-1375,2021-11-13,Uso de celular al conducir,741
ESE-1375,2019-11-24,No portar licencia,702
EHB-8384,2019-02-04,Circular con luces apagadas,848
EHB-8384,2019-06-14,Uso de celular al conducir,192
EHB-8384,2018-09-07,Revisión técnica vencida,868
GRM-2206,2017-06-17,No usar cinturón de seguridad,939
GRM-2206,2017-01-23,Revisión técnica vencida,482
CJJ-3195,2020-03-13,Exceso de velocidad,167
CJJ-3195,2017-03-28,Vehículo sin placas visibles,797
FPN-1154,2017-12-23,No portar licencia,301
FPN-1154,2022-09-30,Falta de seguro obligatorio,974
QFD-1417,2016-04-25,Vehículo sin placas visibles,522
QFD-1417,2017-06-03,Revisión técnica vencida,576
QFD-1417,2019-04-04,No portar licencia,157
MQB-9693,2023-01-30,No usar cinturón de seguridad,430
EKZ-1715,2018-01-05,Falta de seguro obligatorio,923
EKZ-1715,2023-08-22,No respetar semáforo,514
EKZ-1715,2020-05-28,No usar cinturón de seguridad,244
EKZ-1715,2019-02-21,No portar licencia,488
EKZ-1715,2018-08-31,Uso de celular al conducir,471
XLA-7576,2023-08-04,No usar cinturón de seguridad,691
XLA-7576,2017-11-05,Vehículo sin placas visibles,340
UNO-0479,2015-07-09,Circular con luces apagadas,195
OOE-0400,2017-08-09,Falta de seguro obligatorio,590
OOE-0400,2019-05-01,Uso de celular al conducir,490
OOE-0400,2023-06-03,No portar licencia,103
SJS-6950,2020-10-24,Falta de seguro obligatorio,212
SJS-6950,2024-03-25,Estacionamiento indebido,371
SJS-6950,2023-05-13,Uso de celular al conducir,641
SJS-6950,2020-05-16,Falta de seguro obligatorio,527
UXO-1861,2020-05-05,Circular con luces apagadas,448
UXO-1861,2016-08-25,Revisión técnica vencida,625
UXO-1861,2024-09-08,Estacionamiento indebido,206
UXO-1861,2020-11-30,No usar cinturón de seguridad,196
KWP-4804,2021-09-15,Falta de seguro obligatorio,127
KWP-4804,2016-06-21,No usar cinturón de seguridad,495
KWP-4804,2024-10-07,Vehículo sin placas visibles,549
KWP-4804,2023-10-21,Falta de seguro obligatorio,221
KWP-4804,2019-08-22,Uso de celular al conducir,515
RRS-7864,2015-02-26,Estacionamiento indebido,301
RRS-7864,2017-04-14,Estacionamiento indebido,864
RRS-7864,2021-07-28,Circular con luces apagadas,602
RRS-7864,2018-01-14,Uso de celular al conducir,694
RRS-7864,2020-05-31,Circular con luces apagadas,493
DHT-1272,2023-03-06,Exceso de velocidad,479
DHT-1272,2018-06-10,Uso de celular al conducir,191
DHT-1272,2017-10-31,Revisión técnica vencida,277
DHT-1272,2022-04-04,Circular con luces apagadas,541
DHT-1272,2017-05-08,Circular con luces apagadas,819
FCO-3023,2021-06-23,No portar licencia,774
FCO-3023,2017-08-17,Circular con luces apagadas,925
FCO-3023,2024-11-03,Estacionamiento indebido,788
FCO-3023,2019-09-20,Falta de seguro obligatorio,148
FCO-3023,2020-01-28,Uso de celular al conducir,262
KOX-5501,2024-03-28,Revisión técnica vencida,476
KOX-5501,2021-11-21,No portar licencia,484
KOX-5501,2022-09-19,No portar licencia,817
KOX-5501,2017-03-22,Circular con luces apagadas,651
KOX-5501,2020-05-28,No respetar semáforo,641
IJD-9708,2022-01-07,Estacionamiento indebido,255
IJD-9708,2019-05-23,Exceso de velocidad,324
IJD-9708,2016-10-04,Uso de celular al conducir,651
IJD-9708,2019-01-15,Exceso de velocidad,644
IJD-9708,2016-10-31,Circular con luces apagadas,273
OLD-1796,2022-04-06,Uso de celular al conducir,707
OLD-1796,2016-04-05,No usar cinturón de seguridad,949
MMO-1960,2021-07-04,Revisión técnica vencida,489
MMO-1960,2023-12-20,Falta de seguro obligatorio,876
UCR-2362,2017-09-05,No respetar semáforo,675
LWV-3735,2022-05-11,Estacionamiento indebido,743
CVG-5388,2016-12-15,Falta de seguro obligatorio,571
CVG-5388,2023-06-18,Exceso de velocidad,272
CVG-5388,2015-07-15,Uso de celular al conducir,179
CVG-5388,2015-10-20,Uso de celular al conducir,855
CVG-5388,2022-01-14,Exceso de velocidad,498
MKV-6053,2015-08-07,Falta de seguro obligatorio,664
QUI-2799,2016-12-21,Revisión técnica vencida,617
QUI-2799,2016-04-02,Falta de seguro obligatorio,679
QUI-2799,2017-07-09,Revisión técnica vencida,176
QUI-2799,2015-07-09,No respetar semáforo,113
QUI-2799,2018-04-09,Falta de seguro obligatorio,564
KPA-8806,2022-12-20,No portar licencia,862
KPA-8806,2020-05-02,No respetar semáforo,504
QYW-9953,2015-11-28,No usar cinturón de seguridad,326
QYW-9953,2017-10-20,No respetar semáforo,172
OAP-0038,2017-01-07,No portar licencia,584
NXY-9146,2022-05-07,Estacionamiento indebido,346
NXY-9146,2022-03-08,No usar cinturón de seguridad,898
NZQ-5950,2022-02-11,No respetar semáforo,331
