Placa,Fecha,Descripcion,Monto
VQX-3334,2019-10-17,No respetar semáforo,655
LXG-4289,2023-07-29,Falta de seguro obligatorio,437
LXG-4289,2015-09-23,No portar licencia,845
LXG-4289,2016-04-10,No respetar semáforo,851
LXG-4289,2020-06-05,No usar cinturón de seguridad,779
LXG-4289,2017-09-26,Revisión técnica vencida,132
FGC-5696,2024-05-26,Circular con luces apagadas,576
XPP-8508,2023-10-01,Vehículo sin placas visibles,102
EZT-4336,2023-05-05,Estacionamiento indebido,860
EZT-4336,2018-11-29,Vehículo sin placas visibles,592
EZT-4336,2023-06-25,Circular con luces apagadas,289
EZT-4336,2019-05-29,Exceso de velocidad,485
DPE-3378,2024-01-22,No respetar semáforo,854
DPE-3378,2015-03-11,Revisión técnica vencida,130
DPE-3378,2020-03-03,No respetar semáforo,894
DPE-3378,2017-10-07,Circular con luces apagadas,975
DPE-3378,2016-08-21,No portar licencia,912
PFP-4572,2021-02-15,No portar licencia,426
PFP-4572,2015-05-07,Vehículo sin placas visibles,440
PFP-4572,2022-02-21,Estacionamiento indebido,929
PFP-4572,2024-02-06,No portar licencia,317
RYH-5536,2021-11-05,No usar cinturón de seguridad,999
RYH-5536,2018-07-31,Exceso de velocidad,950
RYH-5536,2016-05-09,Estacionamiento indebido,840
RYH-5536,2023-02-13,Falta de seguro obligatorio,807
TWY-5808,2022-04-28,Revisión técnica vencida,605
TWY-5808,2016-12-25,No respetar semáforo,927
VET-3097,2022-11-01,Revisión técnica vencida,346
VET-3097,2018-06-19,Exceso de velocidad,486
RCN-0902,2017-06-30,Estacionamiento indebido,970
RCN-0902,2022-11-24,Estacionamiento indebido,334
RCN-0902,2018-10-11,No usar cinturón de seguridad,950
RCN-0902,2016-05-15,No portar licencia,366
RCN-0902,2015-09-17,Circular con luces apagadas,276
YLL-8080,2019-01-07,Uso de celular al conducir,303
UGP-3498,2024-12-11,Vehículo sin placas visibles,940
UGP-3498,2018-03-17,No usar cinturón de seguridad,158
UGP-3498,2015-06-07,No portar licencia,842
UGP-3498,2023-03-14,No portar licencia,921
UGP-3498,2017-06-20,No usar cinturón de seguridad,502
TIA-2916,2015-09-29,Estacionamiento indebido,898
RMV-8862,2019-04-25,Circular con luces apagadas,659
RMV-8862,2021-05-30,Circular con luces apagadas,497
RMV-8862,2024-03-19,Falta de seguro obligatorio,602
RMV-8862,2016-03-22,Revisión técnica vencida,339
SZS-6205,2024-12-19,No usar cinturón de seguridad,386
SZS-6205,2023-01-29,Uso de celular al conducir,887
SZS-6205,2016-08-26,Estacionamiento indebido,551
KML-9024,2024-11-28,Falta de seguro obligatorio,253
KML-9024,2022-06-19,Exceso de velocidad,453
CNT-1811,2024-12-01,Vehículo sin placas visibles,894
CNT-1811,2021-09-22,Circular con luces apagadas,842
CNT-1811,2016-11-18,Circular con luces apagadas,202
CNT-1811,2022-05-05,No usar cinturón de seguridad,184
CNT-1811,2017-12-03,No respetar semáforo,760
JXN-1915,2018-08-11,Uso de celular al conducir,951
EUF-9567,2024-01-16,Circular con luces apagadas,877
EUF-9567,2024-07-10,No usar cinturón de seguridad,819
HAA-4334,2024-12-07,No respetar semáforo,770
HAA-4334,2018-08-28,Estacionamiento indebido,340
HAA-4334,2022-12-13,Exceso de velocidad,279
OMQ-8824,2020-03-22,No respetar semáforo,125
OMQ-8824,2015-12-24,Exceso de velocidad,518
DGW-0300,2015-06-18,Revisión técnica vencida,182
WCK-9908,2019-09-26,No respetar semáforo,898
WCK-9908,2015-08-19,No usar cinturón de seguridad,154
WCK-9908,2020-01-02,Uso de celular al conducir,912
TFT-2218,2019-06-23,Exceso de velocidad,621
TFT-2218,2017-10-26,Revisión técnica vencida,983
TFT-2218,2017-12-13,Circular con luces apagadas,413
TFT-2218,2016-10-31,Estacionamiento indebido,577
ROR-8276,2021-05-30,Estacionamiento indebido,495
ROR-8276,2017-03-13,Falta de seguro obligatorio,637
ROR-8276,2023-10-17,No usar cinturón de seguridad,851
ROR-8276,2021-12-12,Revisión técnica vencida,607
ROR-8276,2024-02-18,No usar cinturón de seguridad,121
LWD-3615,2019-05-14,No respetar semáforo,985
LWD-3615,2017-01-28,No portar licencia,453
LWD-3615,2016-05-20,Estacionamiento indebido,754
LWD-3615,2022-05-28,Circular con luces apagadas,146
LWD-3615,2023-10-22,No usar cinturón de seguridad,911
VWO-2505,2020-04-21,Uso de celular al conducir,376
VWO-2505,2019-10-17,Estacionamiento indebido,390
VWO-2505,2020-07-03,Vehículo sin placas visibles,446
VWO-2505,2020-04-22,No respetar semáforo,134
VWO-2505,2020-11-02,Uso de celular al conducir,516
PMP-4471,2021-08-31,Uso de celular al conducir,298
PMP-4471,2022-11-04,Vehículo sin placas visibles,601
PMP-4471,2018-03-10,No usar cinturón de seguridad,250
PMP-4471,2015-06-14,Vehículo sin placas visibles,604
DPB-7759,2024-09-08,Revisión técnica vencida,206
DPB-7759,2024-11-30,Revisión técnica vencida,133
DPB-7759,2015-12-16,No respetar semáforo,218
DPB-7759,2023-01-08,Falta de seguro obligatorio,760
DPB-7759,2023-03-18,Exceso de velocidad,677
QFX-4959,2024-10-31,Estacionamiento indebido,253
QFX-4959,2020-05-06,No usar cinturón de seguridad,754
BAL-7581,2024-02-02,Vehículo sin placas visibles,688
BAL-7581,2015-04-07,Estacionamiento indebido,907
BAL-7581,2020-07-09,Uso de celular al conducir,310
BAL-7581,2018-04-17,No usar cinturón de seguridad,606
BAL-7581,2015-09-01,Revisión técnica vencida,323
TZY-8252,2020-07-26,Vehículo sin placas visibles,148
TZY-8252,2024-09-03,Circular con luces apagadas,727
TZY-8252,2019-04-09,No portar licencia,111
MNP-1182,2024-07-09,Revisión técnica vencida,649
MNP-1182,2017-05-26,Falta de seguro obligatorio,155
MNP-1182,2023-03-20,Falta de seguro obligatorio,967
MNP-1182,2023-09-12,Revisión técnica vencida,370
TGX-5396,2019-09-28,Circular con luces apagadas,379
TGX-5396,2022-06-18,No portar licencia,994
TGX-5396,2024-12-18,Uso de celular al conducir,954
NYM-9822,2024-07-20,No portar licencia,969
WBG-0005,2022-06-23,Exceso de velocidad,725
WBG-0005,2018-05-25,Circular con luces apagadas,565
WBG-0005,2024-07-15,Vehículo sin placas visibles,158
WBG-0005,2023-05-01,No portar licencia,625
JJM-5706,2019-09-26,Estacionamiento indebido,176
JJM-5706,2024-03-22,Uso de celular al conducir,323
BQE-1304,2015-07-06,Falta de seguro obligatorio,579
BQE-1304,2018-06-12,No portar licencia,699
BQE-1304,2023-09-16,No usar cinturón de seguridad,288
BQE-1304,2018-08-02,No respetar semáforo,306
BQE-1304,2024-02-03,No portar licencia,142
ARE-2928,2024-09-11,Estacionamiento indebido,621
ARE-2928,2024-07-18,No portar licencia,403
ARE-2928,2017-12-25,Revisión técnica vencida,254
XGS-4181,2024-09-25,Falta de seguro obligatorio,313
SHT-3421,2022-12-03,Uso de celular al conducir,227
SHT-3421,2018-05-03,Exceso de velocidad,421
SHT-3421,2017-07-19,Exceso de velocidad,309
SHT-3421,2018-07-13,No respetar semáforo,923
NMH-2932,2020-09-29,Vehículo sin placas visibles,695
NMH-2932,2024-08-29,No portar licencia,406
NTN-4534,2024-06-02,No portar licencia,813
NTN-4534,2015-04-13,Exceso de velocidad,535
HYK-4805,2015-03-02,Falta de seguro obligatorio,144
HYK-4805,2021-09-04,Falta de seguro obligatorio,230
HYK-4805,2019-12-19,Falta de seguro obligatorio,790
ZQT-7742,2024-05-21,No usar cinturón de seguridad,883
ZQT-7742,2015-08-30,No portar licencia,108
ZQT-7742,2024-11-28,Vehículo sin placas visibles,568
ZQT-7742,2021-02-12,Vehículo sin placas visibles,575
WPX-4713,2018-01-18,Estacionamiento indebido,171
WPX-4713,2015-09-06,Uso de celular al conducir,925
WPX-4713,2023-05-30,Uso de celular al conducir,693
WPX-4713,2018-10-28,Exceso de velocidad,347
BXK-6106,2023-12-17,Vehículo sin placas visibles,843
TJR-5864,2019-02-05,Circular con luces apagadas,151
TJR-5864,2021-08-19,Estacionamiento indebido,596
TJR-5864,2021-11-19,Falta de seguro obligatorio,735
TJR-5864,2015-01-10,Estacionamiento indebido,261
TJR-5864,2016-08-12,Circular con luces apagadas,359
MWY-3139,2019-04-03,Estacionamiento indebido,634
NVM-6885,2022-12-12,Estacionamiento indebido,843
NVM-6885,2022-07-04,Circular con luces apagadas,199
NVM-6885,2016-06-28,Falta de seguro obligatorio,915
NVM-6885,2015-12-22,No respetar semáforo,593
BYF-4310,2019-07-06,Exceso de velocidad,202
BYF-4310,2024-03-14,Circular con luces apagadas,150
BYF-4310,2021-03-15,Revisión técnica vencida,468
BYF-4310,2019-08-22,Falta de seguro obligatorio,684
BYF-4310,2024-08-15,Vehículo sin placas visibles,284
FCI-9710,2020-07-10,Falta de seguro obligatorio,145
FCI-9710,2016-08-24,Circular con luces apagadas,298
FCI-9710,2015-02-07,No portar licencia,487
FCI-9710,2022-11-19,Revisión técnica vencida,856
FCI-9710,2016-10-28,Vehículo sin placas visibles,315
ZVY-9823,2023-03-08,Falta de seguro obligatorio,997
ZVY-9823,2021-05-10,Uso de celular al conducir,106
ZVY-9823,2022-01-13,Estacionamiento indebido,626
ZVY-9823,2019-11-21,Estacionamiento indebido,834
UNS-3022,2018-06-17,No respetar semáforo,433
UNS-3022,2021-09-02,Falta de seguro obligatorio,162
UNS-3022,2018-01-30,Estacionamiento indebido,913
UNS-3022,2020-01-15,Estacionamiento indebido,881
UNS-3022,2018-09-16,Estacionamiento indebido,906
KXV-8104,2020-09-09,Revisión técnica vencida,449
NMS-0479,2018-09-20,No portar licencia,242
NMS-0479,2022-07-05,Revisión técnica vencida,905
NMS-0479,2017-07-07,Circular con luces apagadas,911
NMS-0479,2023-05-12,Revisión técnica vencida,454
NMS-0479,2021-08-07,Revisión técnica vencida,166
DBH-6158,2022-09-03,Vehículo sin placas visibles,471
DBH-6158,2023-05-14,Circular con luces apagadas,786
DBH-6158,2015-05-19,No usar cinturón de seguridad,921
GIS-2973,2024-01-29,Vehículo sin placas visibles,235
GIS-2973,2023-06-29,Circular con luces apagadas,326
JXC-0593,2015-10-18,Uso de celular al conducir,589
JXC-0593,2015-04-16,Uso de celular al conducir,196
JXC-0593,2023-09-12,Exceso de velocidad,515
JXC-0593,2019-03-10,Falta de seguro obligatorio,817
FFP-7695,2017-07-23,Uso de celular al conducir,729
FFP-7695,2019-12-01,Revisión técnica vencida,648
FFP-7695,2018-08-13,Falta de seguro obligatorio,160
HNS-3930,2021-02-01,Falta de seguro obligatorio,257
HNS-3930,2017-04-11,Estacionamiento indebido,768
HNS-3930,2015-05-15,Falta de seguro obligatorio,543
PPH-3360,2023-06-23,Estacionamiento indebido,969
PPH-3360,2016-03-14,Uso de celular al conducir,878
PPH-3360,2019-11-15,Revisión técnica vencida,343
BKQ-4241,2019-03-02,Exceso de velocidad,705
DEH-9172,2023-02-15,Exceso de velocidad,687
DEH-9172,2021-06-13,Falta de seguro obligatorio,124
DEH-9172,2016-02-04,Estacionamiento indebido,276
YVB-7132,2021-03-04,Uso de celular al conducir,433
YVB-7132,2019-03-30,Revisión técnica vencida,455
YVB-7132,2024-10-07,No portar licencia,330
YVB-7132,2021-04-30,Circular con luces apagadas,437
YVB-7132,2023-01-12,Revisión técnica vencida,937
IJE-7389,2017-08-16,No portar licencia,954
UXZ-4199,2018-02-18,Estacionamiento indebido,889
UXZ-4199,2024-02-05,No usar cinturón de seguridad,339
VTO-4006,2020-04-12,Revisión técnica vencida,226
VTO-4006,2022-10-19,No portar licencia,547
LRF-4601,2023-06-16,Estacionamiento indebido,252
LRF-4601,2020-03-15,Uso de celular al conducir,243
FND-1837,2021-09-09,Circular con luces apagadas,424
FND-1837,2017-12-28,Vehículo sin placas visibles,973
FND-1837,2018-12-26,Vehículo sin placas visibles,927
ZOL-9490,2024-02-01,No usar cinturón de seguridad,673
PMA-3065,2022-09-13,Uso de celular al conducir,654
PMA-3065,2016-03-12,No usar cinturón de seguridad,624
PMA-3065,2017-07-16,Estacionamiento indebido,287
PMA-3065,2018-01-13,No respetar semáforo,278
CKG-3916,2019-03-14,Exceso de velocidad,443
CKG-3916,2020-09-25,Revisión técnica vencida,532
CKG-3916,2021-02-05,No usar cinturón de seguridad,452
DMD-9434,2020-06-05,No usar cinturón de seguridad,948
HSW-4867,2017-07-03,Circular con luces apagadas,273
HSW-4867,2023-12-21,Revisión técnica vencida,921
HSW-4867,2018-03-28,Falta de seguro obligatorio,144
HSW-4867,2022-01-27,Revisión técnica vencida,724
HSW-4867,2020-06-03,Estacionamiento indebido,497
QTC-7226,2023-02-03,No respetar semáforo,683
FTS-0877,2018-05-09,No portar licencia,497
FTS-0877,2019-05-30,Falta de seguro obligatorio,597
FTS-0877,2021-06-08,Revisión técnica vencida,280
FTS-0877,2017-09-07,Estacionamiento indebido,436
FTS-0877,2018-12-07,Uso de celular al conducir,964
FPE-0296,2022-06-05,No usar cinturón de seguridad,866
FPE-0296,2022-12-08,Exceso de velocidad,334
FPE-0296,2022-03-26,Revisión técnica vencida,317
NVW-3890,2019-06-08,Estacionamiento indebido,388
NVW-3890,2024-05-29,Revisión técnica vencida,260
NVW-3890,2022-07-11,Circular con luces apagadas,811
NVW-3890,2023-07-11,Estacionamiento indebido,138
NVW-3890,2021-07-23,No respetar semáforo,477
ZXJ-2660,2015-02-24,No portar licencia,618
ZXJ-2660,2019-04-12,Revisión técnica vencida,276
ZXJ-2660,2015-01-06,Falta de seguro obligatorio,128
ZXJ-2660,2024-03-14,No usar cinturón de seguridad,839
ZXJ-2660,2016-08-01,Exceso de velocidad,282
POB-8851,2017-11-07,No portar licencia,638
POB-8851,2023-05-11,Exceso de velocidad,112
ECO-9548,2015-09-02,No respetar semáforo,300
ECO-9548,2015-07-20,No usar cinturón de seguridad,326
ECO-9548,2023-01-23,Vehículo sin placas visibles,741
ECO-9548,2019-07-18,Circular con luces apagadas,283
ECO-9548,2019-12-20,No portar licencia,820
GGJ-6030,2016-11-03,Vehículo sin placas visibles,314
GGJ-6030,2021-10-06,Vehículo sin placas visibles,498
GGJ-6030,2016-10-29,Circular con luces apagadas,311
EDQ-5062,2022-02-25,Exceso de velocidad,598
EDQ-5062,2020-01-11,Uso de celular al conducir,322
EDQ-5062,2022-06-06,Circular con luces apagadas,155
EDQ-5062,2016-06-23,Revisión técnica vencida,683
EDQ-5062,2017-03-13,Circular con luces apagadas,869
MVJ-1079,2020-07-10,Vehículo sin placas visibles,225
TPD-3381,2024-09-28,Revisión técnica vencida,814
MDW-3334,2021-09-05,No respetar semáforo,560
CWT-9342,2019-11-21,Circular con luces apagadas,632
CWT-9342,2023-05-24,Vehículo sin placas visibles,487
CWT-9342,2019-03-13,Revisión técnica vencida,879
CWT-9342,2016-12-30,Circular con luces apagadas,146
PGB-2258,2020-11-25,Exceso de velocidad,847
PGB-2258,2021-12-23,No usar cinturón de seguridad,156
PGB-2258,2017-12-14,No portar licencia,931
PGB-2258,2024-04-15,Circular con luces apagadas,840
PGB-2258,2015-07-17,Circular con luces apagadas,153
PFU-5295,2019-09-12,No respetar semáforo,187
AYV-2728,2020-09-07,Uso de celular al conducir,748
AYV-2728,2020-08-18,No portar licencia,324
AYV-2728,2023-10-23,Exceso de velocidad,851
ROL-9670,2019-05-23,Uso de celular al conducir,771
WXG-2362,2022-05-19,Vehículo sin placas visibles,974
WXG-2362,2019-12-16,Uso de celular al conducir,626
WXG-2362,2017-08-31,No usar cinturón de seguridad,410
OTV-1243,2016-10-22,No usar cinturón de seguridad,401
OTV-1243,2024-10-25,Exceso de velocidad,391
OTV-1243,2019-03-20,Falta de seguro obligatorio,210
OTV-1243,2019-02-25,No portar licencia,384
JAP-2975,2015-07-04,Falta de seguro obligatorio,910
JAP-2975,2020-11-01,No usar cinturón de seguridad,895
JAP-2975,2018-06-12,Falta de seguro obligatorio,796
JAP-2975,2015-08-25,No respetar semáforo,823
JAP-2975,2017-07-20,Estacionamiento indebido,665
BVA-1337,2017-10-17,No respetar semáforo,456
BVA-1337,2021-03-07,No usar cinturón de seguridad,852
BVA-1337,2023-04-18,Falta de seguro obligatorio,115
BVA-1337,2024-03-29,Vehículo sin placas visibles,292
NTS-4720,2016-09-10,No portar licencia,563
NTS-4720,2016-05-10,Exceso de velocidad,868
ELW-3791,2015-01-20,Uso de celular al conducir,246
ELW-3791,2016-02-02,Circular con luces apagadas,535
ELW-3791,2015-05-26,Exceso de velocidad,371
TQO-9810,2018-12-15,Uso de celular al conducir,360
TQO-9810,2016-08-31,Exceso de velocidad,568
ZZG-6815,2017-01-18,No usar cinturón de seguridad,247
ZZG-6815,2017-05-31,Uso de celular al conducir,760
IYS-9093,2019-09-25,Uso de celular al conducir,691
IYS-9093,2019-06-09,Revisión técnica vencida,266
IYS-9093,2016-03-26,Revisión técnica vencida,216
JVK-7966,2022-10-30,Estacionamiento indebido,413
JVK-7966,2016-05-09,No respetar semáforo,848
JVK-7966,2018-12-19,No usar cinturón de seguridad,869
JVK-7966,2018-10-06,Exceso de velocidad,446
KYF-2394,2021-01-19,Estacionamiento indebido,976
KYF-2394,2021-12-11,Circular con luces apagadas,790
KYF-2394,2016-06-16,No portar licencia,896
KYF-2394,2016-12-27,No portar licencia,172
KYF-2394,2019-10-02,No usar cinturón de seguridad,407
OKH-4421,2022-10-06,No respetar semáforo,489
OKH-4421,2020-07-10,Revisión técnica vencida,251
OKH-4421,2021-05-27,Uso de celular al conducir,217
OKH-4421,2017-02-16,No usar cinturón de seguridad,209
KXG-8160,2023-02-20,Estacionamiento indebido,370
KXG-8160,2017-09-11,Exceso de velocidad,195
KXG-8160,2019-04-18,Exceso de velocidad,199
KXG-8160,2017-05-01,Vehículo sin placas visibles,548
KXG-8160,2020-05-14,No usar cinturón de seguridad,371
IQL-6769,2015-04-15,No portar licencia,184
XTI-6693,2015-04-15,Uso de celular al conducir,420
SOB-8548,2019-05-06,No respetar semáforo,967
SOB-8548,2016-01-20,Uso de celular al conducir,204
TTX-8885,2016-02-08,No respetar semáforo,390
TTX-8885,2018-10-14,Uso de celular al conducir,402
TTX-8885,2023-11-07,Circular con luces apagadas,789
TTX-8885,2019-11-20,Estacionamiento indebido,216
TTX-8885,2019-11-23,No usar cinturón de seguridad,112
DVT-3752,2022-08-17,Estacionamiento indebido,286
DVT-3752,2019-09-16,Exceso de velocidad,589
DVT-3752,2021-05-23,No respetar semáforo,821
DVT-3752,2020-10-23,Uso de celular al conducir,267
APS-1657,2019-12-02,Falta de seguro obligatorio,354
APS-1657,2016-03-26,Uso de celular al conducir,264
APS-1657,2024-01-12,No respetar semáforo,572
APS-1657,2015-09-10,Revisión técnica vencida,959
APS-1657,2023-03-20,No usar cinturón de seguridad,514
GWN-1587,2023-08-03,Estacionamiento indebido,911
GWN-1587,2015-12-27,Vehículo sin placas visibles,443
FUK-3960,2016-11-30,Falta de seguro obligatorio,243
FUK-3960,2016-05-03,Vehículo sin placas visibles,169
OVB-1146,2015-07-05,Falta de seguro obligatorio,986
OVB-1146,2015-04-07,Circular con luces apagadas,272
MRI-6693,2022-11-10,Uso de celular al conducir,139
MRI-6693,2019-06-08,Falta de seguro obligatorio,185
ZGA-8510,2023-11-03,Revisión técnica vencida,390
VSF-7904,2020-05-07,Vehículo sin placas visibles,784
VSF-7904,2022-05-02,No usar cinturón de seguridad,559
VSF-7904,2023-11-16,Uso de celular al conducir,512
VSF-7904,2023-07-17,No portar licencia,783
RYL-7431,2023-02-17,Falta de seguro obligatorio,517
RYL-7431,2018-03-19,Falta de seguro obligatorio,866
RYL-7431,2015-05-26,Circular con luces apagadas,791
RYL-7431,2019-01-19,No usar cinturón de seguridad,915
BOZ-2088,2016-10-10,Vehículo sin placas visibles,784
BOZ-2088,2018-09-25,No usar cinturón de seguridad,153
BOZ-2088,2022-12-11,Uso de celular al conducir,353
BOZ-2088,2016-05-20,No portar licencia,897
BOZ-2088,2017-04-07,Exceso de velocidad,273
EYS-1510,2021-08-05,Estacionamiento indebido,459
EYS-1510,2022-03-14,No usar cinturón de seguridad,406
EYS-1510,2016-02-26,No usar cinturón de seguridad,788
IGE-2253,2024-05-05,No usar cinturón de seguridad,463
IGE-2253,2024-12-08,No respetar semáforo,807
GZT-8762,2021-11-19,No portar licencia,775
GZT-8762,2023-09-01,Revisión técnica vencida,170
GZT-8762,2024-07-28,Vehículo sin placas visibles,824
GZT-8762,2023-04-25,Vehículo sin placas visibles,937
RCQ-8285,2018-02-23,Revisión técnica vencida,123
RCQ-8285,2023-02-03,No respetar semáforo,860
RCQ-8285,2019-08-20,Exceso de velocidad,483
BEC-6955,2021-02-16,Circular con luces apagadas,209
BEC-6955,2019-02-07,Falta de seguro obligatorio,695
OGD-4947,2022-09-04,Revisión técnica vencida,632
OGD-4947,2022-05-20,No respetar semáforo,786
OGD-4947,2017-01-24,Revisión técnica vencida,193
OGD-4947,2022-03-09,Revisión técnica vencida,809
