Placa,Fecha,Descripcion,Monto
PVM-9515,2020-06-25,Vehículo sin placas visibles,565
PVM-9515,2021-08-22,Revisión técnica vencida,683
AKT-1377,2018-05-10,Circular con luces apagadas,450
AKT-1377,2019-05-07,Vehículo sin placas visibles,902
AKT-1377,2022-10-17,Exceso de velocidad,709
AKT-1377,2015-04-12,Estacionamiento indebido,663
OKR-2092,2024-01-03,No respetar semáforo,580
OKR-2092,2016-10-10,Estacionamiento indebido,264
CWL-3889,2022-03-02,No portar licencia,647
CWL-3889,2024-08-09,Uso de celular al conducir,582
CWL-3889,2016-05-06,No portar licencia,528
ZJL-5087,2024-07-23,Revisión técnica vencida,557
ZJL-5087,2016-07-16,Exceso de velocidad,636
ZJL-5087,2016-07-14,Uso de celular al conducir,210
TKL-3342,2022-08-20,Uso de celular al conducir,346
TKL-3342,2015-04-22,No portar licencia,327
TKL-3342,2024-09-27,No portar licencia,322
XNA-9460,2021-08-14,Falta de seguro obligatorio,750
XNA-9460,2017-12-11,Uso de celular al conducir,367
IEA-1632,2019-09-10,No respetar semáforo,768
DXJ-3324,2018-06-07,Circular con luces apagadas,208
WTX-5911,2024-12-13,No portar licencia,257
WTX-5911,2023-10-25,Circular con luces apagadas,839
SSH-7641,2022-08-26,No usar cinturón de seguridad,759
MOW-1399,2017-06-24,Estacionamiento indebido,550
MOW-1399,2021-03-27,Estacionamiento indebido,878
MOW-1399,2023-03-24,No usar cinturón de seguridad,532
AAR-1400,2016-11-13,Estacionamiento indebido,583
AAR-1400,2019-07-12,No usar cinturón de seguridad,813
AAR-1400,2022-06-20,No respetar semáforo,721
AAR-1400,2018-03-09,Uso de celular al conducir,645
YRY-1634,2016-02-15,Revisión técnica vencida,972
SRU-9200,2021-05-26,Uso de celular al conducir,345
SRU-9200,2021-07-31,Uso de celular al conducir,944
SRU-9200,2018-08-30,Circular con luces apagadas,714
SRU-9200,2021-08-05,No respetar semáforo,466
SRU-9200,2019-06-27,No usar cinturón de seguridad,791
ZMK-8796,2021-04-02,Revisión técnica vencida,361
ZMK-8796,2016-03-14,No portar licencia,476
ZMK-8796,2015-03-09,Vehículo sin placas visibles,343
QTM-8645,2023-02-12,Falta de seguro obligatorio,345
QTM-8645,2015-09-24,Falta de seguro obligatorio,121
QTM-8645,2023-04-01,Uso de celular al conducir,636
NEM-9693,2024-12-30,No usar cinturón de seguridad,136
NEM-9693,2022-04-26,Uso de celular al conducir,544
NEM-9693,2019-02-14,Uso de celular al conducir,962
QDH-1976,2024-02-12,Revisión técnica vencida,183
QDH-1976,2021-02-10,Uso de celular al conducir,463
NNS-7154,2020-05-26,No respetar semáforo,767
NNS-7154,2018-03-02,Circular con luces apagadas,627
RJE-9155,2016-04-14,Exceso de velocidad,907
RJE-9155,2022-08-10,No portar licencia,784
RJE-9155,2016-06-13,Falta de seguro obligatorio,552
RJE-9155,2016-06-10,No portar licencia,606
TRJ-3965,2024-09-06,No respetar semáforo,894
TRJ-3965,2017-02-27,Falta de seguro obligatorio,645
TRJ-3965,2020-02-21,Revisión técnica vencida,448
TRJ-3965,2023-08-19,Falta de seguro obligatorio,102
TRJ-3965,2016-03-25,Revisión técnica vencida,681
LPY-9400,2015-06-18,No respetar semáforo,784
LPY-9400,2020-02-24,Circular con luces apagadas,314
LPY-9400,2017-06-02,Falta de seguro obligatorio,735
LPY-9400,2023-12-14,Uso de celular al conducir,592
STZ-0674,2021-08-23,No respetar semáforo,706
STZ-0674,2016-04-28,Estacionamiento indebido,699
STZ-0674,2019-12-22,Uso de celular al conducir,616
BBC-1959,2017-03-10,Circular con luces apagadas,128
BBC-1959,2023-05-13,Estacionamiento indebido,972
BBC-1959,2015-07-14,Uso de celular al conducir,670
ILM-5526,2023-06-01,Estacionamiento indebido,314
ILM-5526,2019-04-09,No respetar semáforo,574
ILM-5526,2015-01-08,Exceso de velocidad,379
ILM-5526,2020-01-20,No portar licencia,279
ILM-5526,2021-01-16,Falta de seguro obligatorio,468
IEK-1939,2021-10-29,No usar cinturón de seguridad,426
IEK-1939,2020-12-23,Exceso de velocidad,289
CFU-5797,2021-05-15,Uso de celular al conducir,562
CFU-5797,2018-01-18,Falta de seguro obligatorio,449
CFU-5797,2018-02-02,No portar licencia,748
CFU-5797,2015-12-31,No portar licencia,744
FQV-3526,2020-01-21,Circular con luces apagadas,359
FQV-3526,2024-06-30,Falta de seguro obligatorio,872
AXY-5051,2022-02-26,Exceso de velocidad,175
AXY-5051,2024-02-27,No usar cinturón de seguridad,391
AXY-5051,2017-07-01,Vehículo sin placas visibles,290
AXY-5051,2024-08-21,No portar licencia,640
QKR-4064,2015-01-22,No portar licencia,312
QKR-4064,2019-03-03,Exceso de velocidad,245
QKR-4064,2019-02-27,Estacionamiento indebido,937
QKR-4064,2020-05-21,Uso de celular al conducir,844
EXQ-4435,2022-11-02,Vehículo sin placas visibles,454
SYE-1782,2016-08-22,Vehículo sin placas visibles,770
MLM-8792,2023-07-20,Circular con luces apagadas,586
MLM-8792,2016-08-14,Vehículo sin placas visibles,681
YOB-2585,2015-10-26,Vehículo sin placas visibles,322
YOB-2585,2020-03-03,No portar licencia,232
YOB-2585,2021-11-07,Uso de celular al conducir,932
XIG-5020,2023-12-02,Vehículo sin placas visibles,105
XIG-5020,2022-03-26,No respetar semáforo,894
CFZ-7358,2024-06-19,No portar licencia,531
CFZ-7358,2021-03-31,No respetar semáforo,539
CFZ-7358,2020-02-02,Circular con luces apagadas,524
CFZ-7358,2023-08-21,Vehículo sin placas visibles,614
HYT-6328,2023-12-04,Revisión técnica vencida,220
HYT-6328,2016-12-13,Revisión técnica vencida,867
TZH-9678,2015-04-13,Falta de seguro obligatorio,908
TZH-9678,2017-03-04,Circular con luces apagadas,155
TZH-9678,2024-09-26,No respetar semáforo,151
TZH-9678,2021-03-19,Revisión técnica vencida,541
QWE-0159,2015-05-31,Falta de seguro obligatorio,591
AVG-2395,2018-07-28,Estacionamiento indebido,132
FFA-4639,2016-09-28,Revisión técnica vencida,302
FFA-4639,2024-02-09,No respetar semáforo,306
FFA-4639,2022-03-31,No respetar semáforo,605
FFA-4639,2023-06-27,Estacionamiento indebido,822
TCK-9041,2020-09-15,Revisión técnica vencida,395
TCK-9041,2017-11-14,Exceso de velocidad,763
VQA-8159,2023-05-17,Estacionamiento indebido,761
VQA-8159,2019-01-18,No respetar semáforo,776
EHZ-3906,2016-11-16,No usar cinturón de seguridad,483
QET-5211,2023-05-12,No portar licencia,325
MQO-8426,2023-07-15,Uso de celular al conducir,503
MQO-8426,2020-06-13,Vehículo sin placas visibles,651
MQO-8426,2017-08-07,Revisión técnica vencida,147
MQO-8426,2020-01-27,No portar licencia,461
MQO-8426,2023-09-04,No usar cinturón de seguridad,459
VFZ-0286,2015-04-03,Circular con luces apagadas,362
FMN-7712,2019-11-28,Vehículo sin placas visibles,442
FMN-7712,2024-12-08,Vehículo sin placas visibles,561
FMN-7712,2018-09-03,Estacionamiento indebido,240
FMN-7712,2021-01-22,Circular con luces apagadas,315
KLZ-8404,2020-09-19,Estacionamiento indebido,578
KLZ-8404,2018-12-13,Vehículo sin placas visibles,839
KLZ-8404,2017-01-03,Exceso de velocidad,730
HQT-6282,2024-08-25,Vehículo sin placas visibles,119
HQT-6282,2020-08-03,Vehículo sin placas visibles,211
HQT-6282,2016-07-22,Revisión técnica vencida,293
YHG-8116,2019-09-17,Vehículo sin placas visibles,764
YHG-8116,2017-02-05,Estacionamiento indebido,945
YHG-8116,2017-02-04,No respetar semáforo,262
UVF-8995,2024-01-22,No usar cinturón de seguridad,218
ELK-8325,2018-11-14,Circular con luces apagadas,134
ELK-8325,2020-03-29,No usar cinturón de seguridad,788
ELK-8325,2021-02-23,No usar cinturón de seguridad,467
ELK-8325,2016-09-07,No usar cinturón de seguridad,816
FWR-7750,2022-11-23,Estacionamiento indebido,503
FWR-7750,2018-03-04,Revisión técnica vencida,773
QIR-9967,2023-03-13,Falta de seguro obligatorio,399
QIR-9967,2023-01-29,No respetar semáforo,125
QIR-9967,2017-05-17,No portar licencia,312
QIR-9967,2022-01-17,Circular con luces apagadas,152
LLE-4709,2024-06-05,Uso de celular al conducir,247
LLE-4709,2019-08-14,No usar cinturón de seguridad,389
DZL-8259,2020-02-28,Uso de celular al conducir,153
DZL-8259,2015-08-30,Estacionamiento indebido,828
DZL-8259,2021-08-03,Estacionamiento indebido,491
SBB-2253,2021-02-20,Vehículo sin placas visibles,692
SBB-2253,2017-02-14,Vehículo sin placas visibles,141
URX-1763,2020-05-17,Estacionamiento indebido,365
URX-1763,2018-02-15,Vehículo sin placas visibles,537
URX-1763,2021-06-17,No portar licencia,905
IUL-5084,2015-03-12,Circular con luces apagadas,912
IUL-5084,2019-01-12,Falta de seguro obligatorio,650
IUL-5084,2016-05-31,Exceso de velocidad,364
GAT-4859,2019-03-07,No portar licencia,839
NGC-9630,2016-07-08,No portar licencia,213
NGC-9630,2023-01-30,Exceso de velocidad,400
NGC-9630,2023-09-14,Falta de seguro obligatorio,891
WDF-0195,2022-04-26,Vehículo sin placas visibles,263
WDF-0195,2022-04-25,Circular con luces apagadas,558
WDF-0195,2023-08-12,Falta de seguro obligatorio,267
WDF-0195,2018-12-26,Uso de celular al conducir,839
BPU-4356,2020-06-26,No usar cinturón de seguridad,649
BPU-4356,2018-02-23,Estacionamiento indebido,957
GWY-4776,2016-12-19,Vehículo sin placas visibles,659
GWY-4776,2015-03-29,No portar licencia,281
AZN-3303,2019-04-17,No portar licencia,436
AZN-3303,2024-03-13,Exceso de velocidad,368
AZN-3303,2015-01-24,Estacionamiento indebido,950
KGB-2382,2020-09-10,No respetar semáforo,558
KGB-2382,2021-09-02,Vehículo sin placas visibles,156
KGB-2382,2023-08-02,Revisión técnica vencida,671
WZD-3800,2024-07-13,Revisión técnica vencida,207
WZD-3800,2016-10-28,Circular con luces apagadas,112
WZD-3800,2021-03-02,Circular con luces apagadas,966
WZD-3800,2020-11-28,Falta de seguro obligatorio,867
KLU-7943,2023-05-17,Estacionamiento indebido,379
KLU-7943,2020-07-13,No usar cinturón de seguridad,321
MRA-9800,2017-06-08,Uso de celular al conducir,268
LWK-6068,2023-06-02,No respetar semáforo,225
LWK-6068,2024-09-08,No respetar semáforo,727
LWK-6068,2017-02-16,Uso de celular al conducir,384
MHZ-0860,2020-09-07,No usar cinturón de seguridad,495
MHZ-0860,2024-01-30,Uso de celular al conducir,130
MHZ-0860,2021-10-13,Falta de seguro obligatorio,961
MHZ-0860,2019-02-07,Falta de seguro obligatorio,226
ACY-9444,2020-05-01,Revisión técnica vencida,100
ACY-9444,2023-04-11,No usar cinturón de seguridad,978
ACY-9444,2018-08-24,No usar cinturón de seguridad,696
AUT-8265,2016-10-28,No usar cinturón de seguridad,878
RUI-8233,2023-06-20,Vehículo sin placas visibles,628
RUI-8233,2022-03-11,Exceso de velocidad,947
RUI-8233,2023-11-10,No respetar semáforo,214
VMK-6633,2022-06-14,Estacionamiento indebido,640
TFL-2750,2024-05-04,No portar licencia,658
TFL-2750,2019-04-11,No respetar semáforo,294
TFL-2750,2021-05-05,Estacionamiento indebido,547
TFL-2750,2020-03-24,Circular con luces apagadas,168
MFZ-4960,2018-11-05,Uso de celular al conducir,355
MFZ-4960,2016-12-16,Falta de seguro obligatorio,830
MFZ-4960,2015-09-16,No usar cinturón de seguridad,617
MFZ-4960,2021-04-04,Exceso de velocidad,188
MFZ-4960,2020-05-11,No usar cinturón de seguridad,265
EZM-6820,2015-02-02,Estacionamiento indebido,928
EZM-6820,2019-09-24,Estacionamiento indebido,405
EZM-6820,2016-12-13,Estacionamiento indebido,532
EZM-6820,2019-04-28,Revisión técnica vencida,877
FQC-4145,2019-12-27,No respetar semáforo,444
FQC-4145,2018-11-01,Circular con luces apagadas,344
FQC-4145,2018-04-10,No respetar semáforo,710
FQC-4145,2018-11-07,Estacionamiento indebido,868
LJS-5229,2019-05-15,No respetar semáforo,428
LJS-5229,2016-10-30,Exceso de velocidad,376
LJS-5229,2018-03-07,Estacionamiento indebido,846
LJS-5229,2019-12-13,Uso de celular al conducir,412
LLD-8553,2019-02-28,Revisión técnica vencida,813
HZP-5061,2018-04-22,Circular con luces apagadas,936
HZP-5061,2017-12-01,No respetar semáforo,902
HZP-5061,2021-02-18,Circular con luces apagadas,763
PSX-0135,2020-01-17,No portar licencia,914
PSX-0135,2015-12-03,Exceso de velocidad,606
PSX-0135,2023-04-22,Circular con luces apagadas,621
PSX-0135,2024-11-10,Revisión técnica vencida,234
PSX-0135,2017-05-07,Estacionamiento indebido,819
GFE-4274,2024-05-21,Falta de seguro obligatorio,997
GFE-4274,2015-10-07,Exceso de velocidad,915
VVW-1190,2020-11-02,Uso de celular al conducir,310
VVW-1190,2022-03-21,Circular con luces apagadas,244
VVW-1190,2015-02-14,Revisión técnica vencida,894
VVW-1190,2017-12-16,Estacionamiento indebido,972
QDS-9841,2024-09-13,No respetar semáforo,796
QDS-9841,2018-02-24,Uso de celular al conducir,874
QDS-9841,2018-09-28,Estacionamiento indebido,376
QDS-9841,2020-08-06,Circular con luces apagadas,591
ARP-2571,2016-02-29,Estacionamiento indebido,798
ARP-2571,2021-04-12,Uso de celular al conducir,343
ARP-2571,2022-12-17,Estacionamiento indebido,333
ARP-2571,2016-05-14,Uso de celular al conducir,195
IFX-3946,2018-01-10,No usar cinturón de seguridad,413
IFX-3946,2020-12-24,Falta de seguro obligatorio,511
IFX-3946,2020-11-20,Uso de celular al conducir,317
IFX-3946,2016-07-11,Uso de celular al conducir,778
JMO-9982,2020-08-09,Exceso de velocidad,231
JMO-9982,2022-04-29,No usar cinturón de seguridad,259
JMO-9982,2018-01-21,No portar licencia,518
JMO-9982,2021-05-30,Exceso de velocidad,796
ROZ-9875,2019-10-07,Circular con luces apagadas,405
ROZ-9875,2018-02-01,Falta de seguro obligatorio,873
ROZ-9875,2018-10-07,Circular con luces apagadas,450
ROZ-9875,2020-11-21,Revisión técnica vencida,514
ASO-6075,2017-05-17,No respetar semáforo,484
ASO-6075,2020-07-28,No usar cinturón de seguridad,730
TAO-4543,2016-01-16,Exceso de velocidad,889
TAO-4543,2017-08-30,Uso de celular al conducir,845
TAO-4543,2024-11-29,Revisión técnica vencida,810
TAO-4543,2024-01-01,No respetar semáforo,495
TAO-4543,2020-07-27,Exceso de velocidad,591
GRD-2423,2022-03-13,Uso de celular al conducir,232
GRD-2423,2016-02-10,Vehículo sin placas visibles,474
GRD-2423,2023-04-24,Circular con luces apagadas,651
GRD-2423,2017-03-09,Falta de seguro obligatorio,407
GRD-2423,2022-11-06,Exceso de velocidad,266
VGC-6992,2016-02-09,Circular con luces apagadas,344
VGC-6992,2020-01-16,No usar cinturón de seguridad,251
SZU-6330,2015-07-13,No respetar semáforo,485
SZU-6330,2021-03-20,Falta de seguro obligatorio,142
GNB-8047,2021-07-06,Uso de celular al conducir,146
GNB-8047,2022-08-21,No portar licencia,358
GNB-8047,2018-05-29,Estacionamiento indebido,518
GNB-8047,2024-10-26,No usar cinturón de seguridad,178
GNB-8047,2017-06-04,Circular con luces apagadas,681
HSC-6262,2022-07-07,Estacionamiento indebido,931
HNF-0003,2022-02-27,Uso de celular al conducir,199
HNF-0003,2017-10-27,No portar licencia,472
QMR-8421,2024-04-09,No respetar semáforo,625
QMR-8421,2019-12-12,Falta de seguro obligatorio,315
QMR-8421,2018-12-11,Uso de celular al conducir,820
GRY-8911,2015-08-19,No respetar semáforo,754
GRY-8911,2023-01-18,Circular con luces apagadas,735
FHD-1053,2019-05-25,No respetar semáforo,772
FHD-1053,2022-05-10,Uso de celular al conducir,111
FHD-1053,2024-08-04,Exceso de velocidad,725
PVP-1089,2022-02-19,No respetar semáforo,607
PVP-1089,2024-05-11,Estacionamiento indebido,461
DFO-6776,2024-05-21,Circular con luces apagadas,416
DFO-6776,2020-01-16,No respetar semáforo,582
YUA-1975,2021-11-07,Falta de seguro obligatorio,856
YUA-1975,2015-03-26,No portar licencia,716
YUA-1975,2017-08-12,Revisión técnica vencida,794
YUA-1975,2021-03-30,No usar cinturón de seguridad,140
YUA-1975,2015-04-29,Revisión técnica vencida,631
LCG-9242,2024-09-18,Estacionamiento indebido,354
LCG-9242,2024-03-04,No portar licencia,231
LCG-9242,2021-03-10,No portar licencia,389
LCG-9242,2021-06-23,No usar cinturón de seguridad,553
LCG-9242,2017-07-15,Revisión técnica vencida,838
DKI-1911,2016-09-30,Vehículo sin placas visibles,836
DKI-1911,2021-10-27,Estacionamiento indebido,372
UMX-9420,2015-11-15,Exceso de velocidad,941
UMX-9420,2015-09-24,No portar licencia,539
UMX-9420,2023-09-12,Uso de celular al conducir,201
UMX-9420,2016-10-30,Vehículo sin placas visibles,133
XHU-3373,2022-07-31,Circular con luces apagadas,270
XHU-3373,2019-04-17,Falta de seguro obligatorio,459
XHU-3373,2023-08-14,Vehículo sin placas visibles,587
XHU-3373,2023-11-15,No portar licencia,986
LPY-3386,2023-08-11,Revisión técnica vencida,133
LPY-3386,2024-02-10,Uso de celular al conducir,875
LPY-3386,2017-08-08,No usar cinturón de seguridad,564
LPY-3386,2024-02-17,Circular con luces apagadas,513
LLU-6500,2020-07-20,Exceso de velocidad,116
LLU-6500,2021-01-01,No usar cinturón de seguridad,365
LLU-6500,2020-10-30,No usar cinturón de seguridad,956
PPZ-1247,2019-01-30,No respetar semáforo,587
PPZ-1247,2022-12-19,Vehículo sin placas visibles,439
AKW-6977,2016-01-14,Vehículo sin placas visibles,130
YVS-6677,2017-03-31,Uso de celular al conducir,459
YVS-6677,2018-01-15,Circular con luces apagadas,221
YVS-6677,2023-03-06,Vehículo sin placas visibles,322
YVS-6677,2020-09-03,Falta de seguro obligatorio,930
YVS-6677,2019-05-08,Revisión técnica vencida,199
NUZ-1554,2024-05-16,Vehículo sin placas visibles,489
NUZ-1554,2021-08-13,No portar licencia,589
RMW-9827,2015-10-15,Uso de celular al conducir,657
RMW-9827,2019-03-16,Circular con luces apagadas,766
RMW-9827,2016-07-07,Exceso de velocidad,897
CUP-9027,2021-10-22,No usar cinturón de seguridad,827
CUP-9027,2020-01-17,Falta de seguro obligatorio,813
CUP-9027,2024-10-16,No portar licencia,481
CUP-9027,2021-03-20,No usar cinturón de seguridad,277
CUP-9027,2018-09-28,No respetar semáforo,264
TPJ-0637,2018-04-15,Falta de seguro obligatorio,969
TPJ-0637,2021-01-05,Circular con luces apagadas,441
QDN-2356,2023-11-23,No portar licencia,760
MBW-2274,2016-02-02,Estacionamiento indebido,641
MBW-2274,2021-01-12,Falta de seguro obligatorio,646
MBW-2274,2017-03-21,No usar cinturón de seguridad,817
MBW-2274,2024-01-10,Circular con luces apagadas,120
SHL-7237,2021-11-11,No respetar semáforo,899
SHL-7237,2022-11-08,Exceso de velocidad,339
SHL-7237,2023-01-06,No respetar semáforo,581
SHL-7237,2022-10-03,No portar licencia,547
SHL-7237,2020-04-17,Vehículo sin placas visibles,761
HEM-2958,2015-04-12,Exceso de velocidad,268
ZWU-9815,2024-10-04,Revisión técnica vencida,844
ZWU-9815,2017-01-03,No portar licencia,763
ZWU-9815,2024-07-22,No portar licencia,509
ZWU-9815,2018-11-27,No usar cinturón de seguridad,314
BRP-2945,2024-08-19,Falta de seguro obligatorio,837
BRP-2945,2024-03-19,Falta de seguro obligatorio,973
BRP-2945,2021-04-11,Revisión técnica vencida,307
BRP-2945,2021-05-29,Revisión técnica vencida,585
BRP-2945,2019-10-29,Uso de celular al conducir,343
HRC-8039,2015-06-29,Circular con luces apagadas,408
HRC-8039,2018-09-25,No usar cinturón de seguridad,967
MUW-9645,2024-02-09,No respetar semáforo,322
ZDX-2168,2024-06-22,Circular con luces apagadas,455
IIH-8988,2022-07-16,Circular con luces apagadas,659
IIH-8988,2022-08-20,Falta de seguro obligatorio,279
IIH-8988,2020-07-19,No usar cinturón de seguridad,829
IIH-8988,2016-07-28,Estacionamiento indebido,732
IIH-8988,2017-10-03,Estacionamiento indebido,372
LLM-5538,2016-06-10,Exceso de velocidad,101
LLM-5538,2016-01-22,No usar cinturón de seguridad,658
LLM-5538,2017-02-10,Vehículo sin placas visibles,312
LLM-5538,2015-11-09,Revisión técnica vencida,662
ZPA-0261,2015-10-04,Falta de seguro obligatorio,773
ZPA-0261,2023-01-15,Vehículo sin placas visibles,180
MHN-5940,2022-10-18,Revisión técnica vencida,841
MHN-5940,2020-08-04,Revisión técnica vencida,941
MHN-5940,2020-06-04,Circular con luces apagadas,659
PAR-5990,2015-03-24,No usar cinturón de seguridad,844
PAR-5990,2018-11-05,Uso de celular al conducir,878
XCL-1786,2019-12-23,Falta de seguro obligatorio,894
XCL-1786,2015-07-10,Vehículo sin placas visibles,384
XCL-1786,2017-08-21,Vehículo sin placas visibles,772
XCL-1786,2016-02-10,Vehículo sin placas visibles,643
XCL-1786,2016-07-18,Uso de celular al conducir,689
HKQ-1036,2020-09-17,Estacionamiento indebido,641
HKQ-1036,2024-10-01,Vehículo sin placas visibles,590
HKQ-1036,2020-08-29,Falta de seguro obligatorio,206
HKQ-1036,2018-02-13,Vehículo sin placas visibles,578
HKQ-1036,2016-09-14,No respetar semáforo,455
BHO-8946,2020-02-22,Revisión técnica vencida,701
VSG-6752,2016-05-28,Vehículo sin placas visibles,220
VSG-6752,2015-08-29,No portar licencia,629
URB-2657,2023-02-19,Falta de seguro obligatorio,625
URB-2657,2022-04-16,Uso de celular al conducir,804
URB-2657,2022-09-01,Exceso de velocidad,396
TQJ-1710,2020-07-29,Uso de celular al conducir,579
TQJ-1710,2020-03-05,Falta de seguro obligatorio,213
TQJ-1710,2017-10-03,Uso de celular al conducir,915
TQJ-1710,2017-04-13,Estacionamiento indebido,758
DLP-7873,2020-02-24,No usar cinturón de seguridad,879
DLP-7873,2020-08-04,Circular con luces apagadas,724
BXB-4097,2017-07-22,Estacionamiento indebido,886
BXB-4097,2023-07-09,Uso de celular al conducir,701
BXB-4097,2022-04-04,Falta de seguro obligatorio,768
YVZ-9771,2017-11-05,Uso de celular al conducir,885
YVZ-9771,2020-09-21,No respetar semáforo,186
YVZ-9771,2024-11-28,Vehículo sin placas visibles,912
RNK-4607,2018-05-19,No portar licencia,274
HWY-7927,2018-06-27,Revisión técnica vencida,178
HWY-7927,2019-09-09,No portar licencia,854
HWY-7927,2018-03-21,Vehículo sin placas visibles,519
HWY-7927,2019-06-23,Circular con luces apagadas,349
BIG-5218,2015-10-11,Circular con luces apagadas,970
BIG-5218,2022-11-15,Uso de celular al conducir,338
BIG-5218,2019-04-29,No usar cinturón de seguridad,946
BIG-5218,2023-11-21,No portar licencia,112
BIG-5218,2024-07-11,Exceso de velocidad,425
YJR-2366,2019-06-17,Revisión técnica vencida,442
YJR-2366,2017-08-28,No portar licencia,412
YJR-2366,2024-01-01,Falta de seguro obligatorio,669
ZQP-7242,2019-07-23,No respetar semáforo,120
ZQP-7242,2017-05-27,No usar cinturón de seguridad,750
ZQP-7242,2016-03-31,Exceso de velocidad,198
ZQP-7242,2022-02-23,Revisión técnica vencida,179
WMD-6483,2015-12-05,Estacionamiento indebido,947
WMD-6483,2016-04-15,Vehículo sin placas visibles,404
WMD-6483,2024-01-10,Revisión técnica vencida,469
KPB-9819,2023-11-26,Exceso de velocidad,894
LCU-0143,2018-08-21,Circular con luces apagadas,731
LCU-0143,2022-10-14,Exceso de velocidad,607
LCU-0143,2020-03-27,No portar licencia,863
QYS-2557,2024-01-06,Circular con luces apagadas,697
QYS-2557,2015-01-20,No usar cinturón de seguridad,116
QYS-2557,2021-07-27,Revisión técnica vencida,895
EAO-1789,2021-07-24,No respetar semáforo,258
EAO-1789,2015-01-15,Vehículo sin placas visibles,351
EAO-1789,2015-10-23,No portar licencia,758
EAO-1789,2015-11-26,No respetar semáforo,191
TQW-3166,2020-09-25,Revisión técnica vencida,501
TQW-3166,2021-07-14,Circular con luces apagadas,915
QCQ-4900,2020-02-23,No portar licencia,980
QCQ-4900,2023-10-12,No portar licencia,469
QCQ-4900,2016-04-02,No portar licencia,275
QCQ-4900,2024-12-28,No respetar semáforo,341
YGJ-6489,2024-07-07,Estacionamiento indebido,818
YGJ-6489,2019-10-18,Falta de seguro obligatorio,361
YGJ-6489,2022-03-27,Estacionamiento indebido,958
LIM-5813,2018-02-27,Uso de celular al conducir,980
LQP-9043,2016-05-29,Uso de celular al conducir,319
LQP-9043,2021-01-09,Uso de celular al conducir,457
LQP-9043,2020-11-02,No portar licencia,475
PYA-4161,2017-09-22,Falta de seguro obligatorio,560
PYA-4161,2015-04-21,No portar licencia,162
PYA-4161,2021-01-18,No respetar semáforo,314
TZB-6046,2023-06-22,Exceso de velocidad,153
TZB-6046,2017-01-15,Estacionamiento indebido,835
TZB-6046,2019-07-28,Estacionamiento indebido,460
YVD-4618,2015-06-28,No usar cinturón de seguridad,921
YVD-4618,2018-04-08,Falta de seguro obligatorio,409
YVD-4618,2023-04-29,No usar cinturón de seguridad,915
YVD-4618,2019-02-22,Falta de seguro obligatorio,687
PMF-9361,2023-07-15,Exceso de velocidad,719
AUG-2791,2019-01-04,Revisión técnica vencida,739
AUG-2791,2018-04-01,Vehículo sin placas visibles,804
AUG-2791,2016-08-30,No portar licencia,897
AUG-2791,2019-09-22,No respetar semáforo,933
