Placa,Fecha,Descripcion,Monto
MZM-9763,2017-05-24,Vehículo sin placas visibles,705
WHB-8858,2021-07-05,Estacionamiento indebido,997
WHB-8858,2023-09-11,Falta de seguro obligatorio,742
WHB-8858,2024-05-01,Vehículo sin placas visibles,724
WHB-8858,2018-10-25,Circular con luces apagadas,491
OKU-1955,2021-08-04,No usar cinturón de seguridad,444
OKU-1955,2018-12-28,Circular con luces apagadas,278
OKU-1955,2015-04-13,Exceso de velocidad,122
OKU-1955,2023-04-07,Falta de seguro obligatorio,168
CRG-9579,2022-06-30,Estacionamiento indebido,999
CRG-9579,2015-09-29,Falta de seguro obligatorio,777
CRG-9579,2018-07-03,Estacionamiento indebido,123
CRG-9579,2017-10-23,Revisión técnica vencida,237
CRG-9579,2020-08-08,Falta de seguro obligatorio,247
JQX-9731,2020-01-19,Circular con luces apagadas,220
JQX-9731,2020-05-16,Uso de celular al conducir,196
UJG-1286,2016-05-28,No usar cinturón de seguridad,594
UJG-1286,2024-10-12,No portar licencia,965
UJG-1286,2023-07-08,Vehículo sin placas visibles,657
UJG-1286,2020-03-12,No respetar semáforo,114
UJG-1286,2015-01-18,Vehículo sin placas visibles,558
PRM-6199,2018-02-02,No respetar semáforo,866
PRM-6199,2019-08-15,Falta de seguro obligatorio,488
PRM-6199,2021-03-26,Revisión técnica vencida,976
PRM-6199,2021-11-01,No respetar semáforo,300
PRM-6199,2021-12-14,Exceso de velocidad,568
AKZ-1466,2016-07-15,No respetar semáforo,728
AKZ-1466,2016-01-25,Exceso de velocidad,391
AKZ-1466,2023-07-27,No respetar semáforo,399
AKZ-1466,2017-02-28,No portar licencia,703
YTO-7684,2022-03-25,Vehículo sin placas visibles,887
YTO-7684,2016-12-13,No usar cinturón de seguridad,421
YTO-7684,2021-12-12,Circular con luces apagadas,514
OBY-3224,2017-09-14,Revisión técnica vencida,902
OBY-3224,2016-12-02,No portar licencia,998
BVK-0184,2019-12-16,Falta de seguro obligatorio,230
BVK-0184,2020-01-20,Circular con luces apagadas,820
BVK-0184,2020-02-13,Uso de celular al conducir,680
BVK-0184,2024-07-16,No respetar semáforo,631
AFK-1617,2018-08-06,Circular con luces apagadas,398
AFK-1617,2016-11-10,No usar cinturón de seguridad,956
AFK-1617,2015-12-24,Revisión técnica vencida,366
AFK-1617,2021-05-02,No usar cinturón de seguridad,770
AFK-1617,2024-08-07,No respetar semáforo,731
VYC-4534,2019-03-23,Uso de celular al conducir,894
VYC-4534,2022-03-10,No usar cinturón de seguridad,492
VYC-4534,2020-09-02,Vehículo sin placas visibles,501
RES-6400,2023-01-06,Exceso de velocidad,359
RES-6400,2024-09-28,Uso de celular al conducir,847
RES-6400,2015-01-12,No portar licencia,554
RES-6400,2017-02-02,Circular con luces apagadas,716
TGV-2954,2016-10-12,Uso de celular al conducir,636
TGV-2954,2023-05-06,No portar licencia,722
BPT-5434,2019-01-03,Falta de seguro obligatorio,984
BPT-5434,2019-05-06,No portar licencia,448
FWS-2022,2022-11-13,Estacionamiento indebido,138
FWS-2022,2019-08-12,No usar cinturón de seguridad,582
FWS-2022,2024-01-12,Uso de celular al conducir,716
FWS-2022,2022-09-08,Revisión técnica vencida,634
FWS-2022,2015-04-12,Uso de celular al conducir,528
NBA-7953,2017-02-24,Circular con luces apagadas,961
NBA-7953,2024-01-11,Uso de celular al conducir,242
NBA-7953,2024-01-13,No usar cinturón de seguridad,389
NBA-7953,2024-07-12,Estacionamiento indebido,244
NBA-7953,2018-01-11,Uso de celular al conducir,574
MCM-6535,2016-09-29,No respetar semáforo,678
MCM-6535,2024-01-03,Estacionamiento indebido,325
MCM-6535,2019-03-27,No usar cinturón de seguridad,796
MCM-6535,2023-02-20,Exceso de velocidad,483
ZZZ-1007,2019-08-09,Exceso de velocidad,573
IQU-2602,2016-12-15,Vehículo sin placas visibles,818
IQU-2602,2015-03-23,Vehículo sin placas visibles,258
IQU-2602,2024-07-22,Vehículo sin placas visibles,498
IQU-2602,2017-09-09,Vehículo sin placas visibles,174
NJU-4054,2022-11-21,No respetar semáforo,767
NUW-1784,2023-08-24,Exceso de velocidad,243
NUW-1784,2017-07-23,Falta de seguro obligatorio,250
NUW-1784,2019-07-15,Revisión técnica vencida,537
NUW-1784,2022-12-17,No usar cinturón de seguridad,930
NUW-1784,2024-12-04,Estacionamiento indebido,339
JVW-5191,2016-11-20,No portar licencia,662
JVW-5191,2020-08-10,Exceso de velocidad,262
JVW-5191,2024-04-23,Estacionamiento indebido,651
JVW-5191,2016-12-18,Falta de seguro obligatorio,191
ZDN-6328,2022-08-13,No portar licencia,519
ZDN-6328,2024-11-07,Falta de seguro obligatorio,398
ZDN-6328,2016-09-20,Falta de seguro obligatorio,999
CIY-2937,2021-06-11,No usar cinturón de seguridad,451
CIY-2937,2023-08-14,Circular con luces apagadas,969
CIY-2937,2022-12-10,Revisión técnica vencida,930
DRO-3057,2021-01-28,No portar licencia,923
DRO-3057,2018-09-05,No portar licencia,822
DRO-3057,2021-09-23,Exceso de velocidad,909
DRO-3057,2015-01-13,Falta de seguro obligatorio,331
DRO-3057,2022-06-22,No usar cinturón de seguridad,239
WEW-5156,2018-05-20,Falta de seguro obligatorio,764
WEW-5156,2022-06-10,Revisión técnica vencida,143
WEW-5156,2023-08-19,Falta de seguro obligatorio,287
WEW-5156,2019-04-05,Falta de seguro obligatorio,195
WEW-5156,2022-05-26,No portar licencia,405
ELM-5879,2023-04-10,Vehículo sin placas visibles,555
UBZ-8744,2018-02-22,No portar licencia,364
UBZ-8744,2018-08-04,Circular con luces apagadas,854
UBZ-8744,2017-11-14,Circular con luces apagadas,964
UBZ-8744,2018-11-24,Uso de celular al conducir,473
UBZ-8744,2018-01-16,Uso de celular al conducir,754
EOQ-2573,2021-02-18,No portar licencia,544
EOQ-2573,2024-03-13,Vehículo sin placas visibles,263
EOQ-2573,2017-07-13,Revisión técnica vencida,747
EOQ-2573,2018-02-07,Revisión técnica vencida,376
GRD-2143,2016-06-17,Falta de seguro obligatorio,973
SLU-3998,2023-12-12,Revisión técnica vencida,974
SLU-3998,2023-05-31,No portar licencia,859
SLU-3998,2019-02-06,Circular con luces apagadas,773
SLU-3998,2019-01-13,Estacionamiento indebido,903
SLU-3998,2020-06-25,Uso de celular al conducir,521
JTV-8602,2017-04-02,Estacionamiento indebido,449
JTV-8602,2024-03-08,Revisión técnica vencida,111
JTV-8602,2019-05-01,Falta de seguro obligatorio,144
JTV-8602,2022-02-12,No portar licencia,185
JTV-8602,2020-12-09,Exceso de velocidad,152
XBR-0409,2016-06-01,Vehículo sin placas visibles,262
XBR-0409,2022-02-03,No respetar semáforo,634
THU-2651,2021-09-14,No usar cinturón de seguridad,666
THU-2651,2022-03-25,Falta de seguro obligatorio,692
THU-2651,2023-07-03,No respetar semáforo,169
GXX-6560,2017-10-06,Circular con luces apagadas,845
WQR-1505,2016-12-23,Circular con luces apagadas,542
WQR-1505,2016-10-22,No respetar semáforo,621
WQR-1505,2015-01-30,Revisión técnica vencida,348
WQR-1505,2024-08-02,Revisión técnica vencida,685
JWL-4760,2019-12-17,Vehículo sin placas visibles,110
JWL-4760,2015-07-17,Revisión técnica vencida,873
JWL-4760,2023-06-22,Uso de celular al conducir,247
JWL-4760,2017-01-09,Uso de celular al conducir,331
JWL-4760,2018-02-09,No usar cinturón de seguridad,428
ONY-0268,2022-02-27,No portar licencia,989
ONY-0268,2021-04-04,Exceso de velocidad,307
ONY-0268,2022-01-28,Exceso de velocidad,161
ONY-0268,2023-08-18,Vehículo sin placas visibles,986
BXM-1175,2017-02-24,Uso de celular al conducir,568
BXM-1175,2022-01-24,Circular con luces apagadas,620
BXM-1175,2024-10-30,No portar licencia,270
BXM-1175,2019-09-23,No usar cinturón de seguridad,262
BXM-1175,2015-05-11,Exceso de velocidad,708
YDA-3691,2015-02-06,No usar cinturón de seguridad,815
YDA-3691,2019-12-10,No portar licencia,973
YDA-3691,2021-02-26,Exceso de velocidad,724
WSO-5545,2022-10-08,Revisión técnica vencida,974
WSO-5545,2016-01-18,Falta de seguro obligatorio,953
WSO-5545,2019-02-18,No usar cinturón de seguridad,186
WSO-5545,2017-08-15,Revisión técnica vencida,942
CWD-6955,2017-10-24,Circular con luces apagadas,844
CWD-6955,2019-11-10,No usar cinturón de seguridad,866
CWD-6955,2024-10-16,Falta de seguro obligatorio,502
CWD-6955,2016-06-26,Vehículo sin placas visibles,718
CWD-6955,2019-04-16,No usar cinturón de seguridad,486
KFY-3322,2015-04-10,No respetar semáforo,693
KFY-3322,2021-06-12,Uso de celular al conducir,848
PLE-6125,2020-12-24,Revisión técnica vencida,412
PLE-6125,2018-03-18,Estacionamiento indebido,407
PLE-6125,2022-09-03,No respetar semáforo,196
VTI-4144,2018-09-03,Vehículo sin placas visibles,308
VTI-4144,2022-05-03,No usar cinturón de seguridad,796
VTI-4144,2015-10-01,Vehículo sin placas visibles,336
QUF-9882,2020-09-27,No portar licencia,978
QUF-9882,2016-11-18,Uso de celular al conducir,735
XXO-9000,2021-07-29,Uso de celular al conducir,742
XXO-9000,2018-10-11,Estacionamiento indebido,530
NOF-1212,2017-04-11,Circular con luces apagadas,986
LPC-0157,2016-08-15,Circular con luces apagadas,427
LPC-0157,2015-03-17,Uso de celular al conducir,872
LPC-0157,2020-10-05,Circular con luces apagadas,672
LPC-0157,2018-06-10,No usar cinturón de seguridad,150
YBU-0436,2022-04-13,No respetar semáforo,211
YBU-0436,2017-01-10,Revisión técnica vencida,400
YBU-0436,2022-12-17,Falta de seguro obligatorio,955
GBQ-0364,2020-02-01,Estacionamiento indebido,797
GBQ-0364,2023-11-03,Falta de seguro obligatorio,980
GBQ-0364,2024-12-19,Vehículo sin placas visibles,348
DRZ-8417,2019-07-31,No portar licencia,527
DRZ-8417,2024-06-30,Vehículo sin placas visibles,522
AUZ-1712,2019-04-21,No respetar semáforo,840
AUZ-1712,2017-12-06,No portar licencia,771
AUZ-1712,2024-08-16,Circular con luces apagadas,846
AUZ-1712,2021-04-21,No respetar semáforo,796
AUZ-1712,2018-06-26,No respetar semáforo,391
GPK-2846,2020-10-23,No respetar semáforo,386
GPK-2846,2023-09-07,Falta de seguro obligatorio,241
GPK-2846,2022-12-02,Falta de seguro obligatorio,304
SSR-7318,2024-06-03,Vehículo sin placas visibles,435
SSR-7318,2016-02-24,Revisión técnica vencida,358
WJX-7481,2023-03-08,Falta de seguro obligatorio,366
WJX-7481,2015-11-08,No portar licencia,114
WJX-7481,2018-07-26,Estacionamiento indebido,598
ZLD-8133,2022-06-17,Circular con luces apagadas,872
ZLD-8133,2019-07-23,Uso de celular al conducir,558
CGG-2023,2019-10-12,Falta de seguro obligatorio,861
CGG-2023,2016-08-23,Exceso de velocidad,622
CGG-2023,2015-09-04,Uso de celular al conducir,737
CGG-2023,2023-06-27,Estacionamiento indebido,476
CGG-2023,2020-02-23,No respetar semáforo,722
SAQ-8277,2023-06-07,No respetar semáforo,770
FTK-5319,2015-07-01,Uso de celular al conducir,920
FTK-5319,2020-03-23,Circular con luces apagadas,389
HBX-3620,2016-01-21,No respetar semáforo,875
HBX-3620,2019-04-28,No respetar semáforo,722
HBX-3620,2021-12-12,Falta de seguro obligatorio,773
HBX-3620,2022-02-15,Exceso de velocidad,389
HBX-3620,2016-06-16,No respetar semáforo,523
VCD-4357,2019-07-11,Estacionamiento indebido,330
VCD-4357,2023-04-18,Uso de celular al conducir,717
VCD-4357,2017-06-28,Vehículo sin placas visibles,737
VCD-4357,2024-06-15,No usar cinturón de seguridad,863
VCD-4357,2020-02-20,Vehículo sin placas visibles,203
SPY-3536,2023-01-22,No portar licencia,409
IIX-6088,2024-03-28,No portar licencia,110
IIX-6088,2022-06-17,Estacionamiento indebido,857
IIX-6088,2017-02-21,Estacionamiento indebido,508
IIX-6088,2016-01-05,Circular con luces apagadas,918
LCP-4377,2015-12-23,Estacionamiento indebido,864
LCP-4377,2023-04-29,No usar cinturón de seguridad,662
YUH-9079,2024-06-05,No usar cinturón de seguridad,156
YUH-9079,2017-04-29,Circular con luces apagadas,999
YUH-9079,2015-09-10,Falta de seguro obligatorio,602
YUH-9079,2018-02-11,No usar cinturón de seguridad,174
XRQ-5652,2016-10-29,Exceso de velocidad,431
XRQ-5652,2018-06-24,Circular con luces apagadas,184
XRQ-5652,2019-01-13,Revisión técnica vencida,859
XRQ-5652,2017-07-26,Circular con luces apagadas,185
PHC-2220,2015-03-22,Circular con luces apagadas,967
PHC-2220,2021-06-14,Revisión técnica vencida,705
PHC-2220,2015-05-05,No portar licencia,999
PHC-2220,2019-07-12,Uso de celular al conducir,496
ZNA-5266,2021-07-24,Estacionamiento indebido,685
OBQ-1914,2020-06-22,Falta de seguro obligatorio,542
NWN-6505,2021-11-22,No usar cinturón de seguridad,106
NWN-6505,2019-02-17,Circular con luces apagadas,365
NWN-6505,2016-10-17,Estacionamiento indebido,433
NWN-6505,2015-12-26,Falta de seguro obligatorio,116
MEY-1921,2016-12-16,Uso de celular al conducir,185
MEY-1921,2016-01-10,No portar licencia,288
EKA-8126,2020-03-04,Revisión técnica vencida,609
EKA-8126,2017-03-28,No usar cinturón de seguridad,235
EKA-8126,2024-10-07,No respetar semáforo,801
RCM-9157,2016-12-08,No usar cinturón de seguridad,973
RCM-9157,2020-06-22,Uso de celular al conducir,526
RCM-9157,2017-08-17,Circular con luces apagadas,560
RCM-9157,2018-09-01,No usar cinturón de seguridad,595
IQD-8824,2020-01-25,No respetar semáforo,782
IQD-8824,2022-08-12,Exceso de velocidad,797
IQD-8824,2022-08-22,No portar licencia,604
IQD-8824,2019-09-10,Estacionamiento indebido,654
IQD-8824,2017-10-12,Circular con luces apagadas,637
CZD-8171,2023-08-30,Falta de seguro obligatorio,502
CZD-8171,2016-01-29,Circular con luces apagadas,111
CZD-8171,2017-05-09,No portar licencia,113
DLF-7858,2015-11-23,Exceso de velocidad,835
DLF-7858,2017-03-08,Uso de celular al conducir,446
KIP-4006,2016-10-02,No portar licencia,564
KIP-4006,2019-10-30,No usar cinturón de seguridad,362
KIP-4006,2023-05-20,No respetar semáforo,128
KIP-4006,2019-06-04,No portar licencia,753
KIP-4006,2021-02-25,No usar cinturón de seguridad,233
HVS-3427,2015-04-22,Estacionamiento indebido,851
HVS-3427,2018-04-09,No portar licencia,882
HVS-3427,2016-11-24,Exceso de velocidad,936
GKB-9503,2018-04-03,Vehículo sin placas visibles,365
GKB-9503,2022-06-21,Falta de seguro obligatorio,474
GKB-9503,2016-06-07,Circular con luces apagadas,491
BJK-1651,2020-10-30,Circular con luces apagadas,852
BCF-9009,2016-07-13,Falta de seguro obligatorio,750
BCF-9009,2022-03-06,Falta de seguro obligatorio,686
KHE-6201,2016-01-06,Exceso de velocidad,421
KHE-6201,2022-12-15,No respetar semáforo,852
KHE-6201,2017-09-22,Estacionamiento indebido,890
KHE-6201,2021-11-20,No respetar semáforo,644
BSJ-6271,2023-07-28,Estacionamiento indebido,838
BSJ-6271,2024-10-25,Circular con luces apagadas,987
BGD-0161,2015-06-03,Exceso de velocidad,171
BGD-0161,2015-11-09,No respetar semáforo,548
IYI-6018,2015-05-10,Exceso de velocidad,396
IYI-6018,2015-08-08,Falta de seguro obligatorio,480
OIB-5326,2017-02-28,Exceso de velocidad,928
OIB-5326,2018-02-13,Estacionamiento indebido,410
DLJ-9504,2022-09-21,Uso de celular al conducir,199
DLJ-9504,2019-07-26,Revisión técnica vencida,644
DLJ-9504,2024-07-02,No usar cinturón de seguridad,889
FTK-7134,2022-08-15,No respetar semáforo,334
FTK-7134,2019-01-15,Exceso de velocidad,369
FTK-7134,2017-03-12,No respetar semáforo,994
HAX-7260,2024-01-28,Circular con luces apagadas,911
HAX-7260,2015-03-13,Circular con luces apagadas,278
HAX-7260,2015-03-31,No respetar semáforo,641
HAX-7260,2023-04-16,Circular con luces apagadas,505
HAX-7260,2015-11-21,No respetar semáforo,740
XIA-2950,2021-04-21,Exceso de velocidad,372
XIA-2950,2021-09-17,Estacionamiento indebido,129
AVD-9884,2021-05-01,Falta de seguro obligatorio,387
MWZ-1961,2023-11-08,Estacionamiento indebido,438
MWZ-1961,2024-04-01,No portar licencia,567
CYB-1550,2019-02-04,No respetar semáforo,805
CYB-1550,2021-02-26,Vehículo sin placas visibles,563
CYB-1550,2016-07-11,Vehículo sin placas visibles,140
RZW-3006,2017-04-15,Circular con luces apagadas,646
RZW-3006,2023-06-20,No portar licencia,322
RZW-3006,2019-03-16,Falta de seguro obligatorio,819
RZW-3006,2021-04-18,Revisión técnica vencida,626
RZW-3006,2019-12-08,No portar licencia,768
GLO-5917,2015-06-23,No respetar semáforo,494
GLO-5917,2023-08-28,No portar licencia,247
GLO-5917,2023-08-21,Estacionamiento indebido,951
GLO-5917,2019-01-17,Revisión técnica vencida,826
GLO-5917,2015-04-26,Exceso de velocidad,598
AAW-9089,2021-03-12,Vehículo sin placas visibles,441
AAW-9089,2018-07-30,Revisión técnica vencida,486
MJD-1768,2020-07-25,Circular con luces apagadas,549
AUK-5582,2024-12-30,No usar cinturón de seguridad,228
AUK-5582,2022-03-17,Uso de celular al conducir,955
AUK-5582,2017-02-14,Exceso de velocidad,198
AUK-5582,2018-10-15,No usar cinturón de seguridad,511
AUK-5582,2021-07-13,No portar licencia,478
KEZ-6669,2020-04-02,Vehículo sin placas visibles,854
KEZ-6669,2021-12-25,Circular con luces apagadas,421
XRX-7519,2017-09-13,Falta de seguro obligatorio,375
KOD-0639,2018-12-20,No usar cinturón de seguridad,165
VLC-4889,2016-07-04,No portar licencia,715
VLC-4889,2017-03-15,Vehículo sin placas visibles,541
VLC-4889,2015-02-28,No portar licencia,249
SLR-2952,2016-04-23,Falta de seguro obligatorio,972
SLR-2952,2016-12-20,Falta de seguro obligatorio,296
SLR-2952,2019-02-22,Estacionamiento indebido,760
XPZ-9010,2017-10-26,No respetar semáforo,115
XPZ-9010,2024-03-09,No usar cinturón de seguridad,692
XPZ-9010,2019-06-18,Exceso de velocidad,708
STD-3423,2022-04-29,Revisión técnica vencida,304
STD-3423,2017-07-14,Exceso de velocidad,366
STD-3423,2017-09-03,Falta de seguro obligatorio,725
STD-3423,2016-03-07,No portar licencia,259
STD-3423,2018-09-27,Falta de seguro obligatorio,969
CAQ-1604,2024-08-05,Revisión técnica vencida,599
CAQ-1604,2016-08-20,No usar cinturón de seguridad,797
IWL-1236,2019-01-06,Revisión técnica vencida,131
CZB-9714,2023-02-19,Uso de celular al conducir,234
CZB-9714,2016-09-08,Estacionamiento indebido,752
CZB-9714,2020-05-01,Exceso de velocidad,481
CZB-9714,2020-09-28,Uso de celular al conducir,812
CZB-9714,2023-02-14,Estacionamiento indebido,253
PER-0816,2021-12-21,Circular con luces apagadas,328
HLS-2187,2019-12-04,Uso de celular al conducir,686
HLS-2187,2017-02-22,No usar cinturón de seguridad,411
HLS-2187,2022-02-15,Exceso de velocidad,409
HLS-2187,2022-03-22,Vehículo sin placas visibles,548
HLS-2187,2021-04-09,Estacionamiento indebido,303
UHA-5580,2023-07-19,Estacionamiento indebido,591
UHA-5580,2019-03-15,Uso de celular al conducir,941
WWE-6978,2018-09-23,Uso de celular al conducir,633
WWE-6978,2023-03-29,Estacionamiento indebido,555
QBB-8364,2023-03-08,No usar cinturón de seguridad,296
QBB-8364,2018-10-23,Exceso de velocidad,756
QBB-8364,2017-08-20,No usar cinturón de seguridad,773
GFW-2658,2021-05-01,Uso de celular al conducir,870
GFW-2658,2020-07-03,Circular con luces apagadas,891
GFW-2658,2024-05-20,No portar licencia,764
GFW-2658,2023-07-08,No respetar semáforo,383
KZR-1847,2020-01-07,Estacionamiento indebido,515
KZR-1847,2017-10-24,Revisión técnica vencida,210
KZR-1847,2024-09-07,Exceso de velocidad,260
RRI-3449,2015-11-17,Vehículo sin placas visibles,244
RRI-3449,2024-04-20,Revisión técnica vencida,786
RRI-3449,2018-08-24,Revisión técnica vencida,972
BLR-2034,2021-01-26,No portar licencia,365
BLR-2034,2021-07-31,No usar cinturón de seguridad,818
BLR-2034,2020-01-24,Exceso de velocidad,571
BLR-2034,2016-03-19,Falta de seguro obligatorio,707
EGV-1013,2022-12-13,No respetar semáforo,479
XZH-1788,2021-05-10,Exceso de velocidad,609
XZH-1788,2018-07-09,Vehículo sin placas visibles,737
XZH-1788,2020-09-06,Revisión técnica vencida,415
XZH-1788,2015-07-27,Exceso de velocidad,762
JCI-8846,2023-08-23,Circular con luces apagadas,454
JCI-8846,2020-12-13,Revisión técnica vencida,799
JCI-8846,2024-09-11,Estacionamiento indebido,980
JCI-8846,2020-01-03,Circular con luces apagadas,164
EKR-9654,2016-11-24,No portar licencia,781
EKR-9654,2021-04-29,Vehículo sin placas visibles,984
EKR-9654,2023-05-31,Circular con luces apagadas,372
EKR-9654,2016-09-27,No usar cinturón de seguridad,638
SNB-4731,2022-11-22,Falta de seguro obligatorio,214
SNB-4731,2015-05-21,No usar cinturón de seguridad,379
SNB-4731,2018-01-10,Estacionamiento indebido,698
DOZ-4038,2018-11-05,Vehículo sin placas visibles,848
DOZ-4038,2023-12-05,Uso de celular al conducir,519
DOZ-4038,2015-10-07,No respetar semáforo,568
DOZ-4038,2016-10-21,Vehículo sin placas visibles,364
HHN-0568,2017-05-21,Exceso de velocidad,557
HHN-0568,2019-03-29,No respetar semáforo,711
HHN-0568,2022-11-08,Estacionamiento indebido,727
HHN-0568,2015-12-28,No usar cinturón de seguridad,291
HHN-0568,2023-05-23,Uso de celular al conducir,467
PCH-7262,2024-08-23,Vehículo sin placas visibles,432
PCH-7262,2022-05-06,No respetar semáforo,257
PCH-7262,2020-04-02,Estacionamiento indebido,158
PCH-7262,2021-07-02,Uso de celular al conducir,135
NGB-7297,2021-05-19,Uso de celular al conducir,712
NGB-7297,2024-06-19,No usar cinturón de seguridad,330
NGB-7297,2021-06-28,Revisión técnica vencida,392
NGB-7297,2016-10-15,Falta de seguro obligatorio,649
NGB-7297,2019-09-18,Revisión técnica vencida,340
XHE-6569,2018-12-01,Revisión técnica vencida,337
XHE-6569,2017-03-30,Uso de celular al conducir,939
XHE-6569,2022-02-25,No usar cinturón de seguridad,830
XHE-6569,2021-11-20,Circular con luces apagadas,369
PQL-3765,2022-08-18,Vehículo sin placas visibles,869
PQL-3765,2019-09-26,No usar cinturón de seguridad,965
